fecha	hora	precio_md
2016-07-16	3	33.04
2016-07-16	5	31.8
2016-07-16	7	31.8
2016-07-16	14	43.19
2016-07-16	15	42.79
2016-07-16	19	42.39
2016-07-16	20	42.19
2016-07-16	21	42.19
2016-07-16	23	42.39
2016-07-16	1	40
2016-07-16	2	38.1
2016-07-16	8	32
2016-07-17	3	37.27
2016-07-17	5	35.32
2016-07-17	7	35.06
2016-07-17	14	42.19
2016-07-17	15	42.69
2016-07-17	19	43
2016-07-17	20	42.94
2016-07-17	21	42.94
2016-07-17	23	48.25
2016-07-17	1	42.69
2016-07-17	2	36.4
2016-07-17	8	33.32
2016-07-17	4	36.04
2016-07-17	12	40.1
2016-07-17	17	41.89
2016-07-17	18	41
2016-07-17	22	47.01
2016-07-17	6	34
2016-07-17	9	36
2016-07-17	10	35.01
2016-07-17	11	38
2016-07-17	13	41.5
2016-07-17	16	42.19
2016-07-17	24	44.98
2016-07-18	6	33.71
2016-07-18	9	44.05
2016-07-18	10	46.88
2016-07-18	11	44.21
2016-07-18	13	46.1
2016-07-18	16	44.03
2016-07-18	24	44.01
2016-07-18	4	33.17
2016-07-18	12	46.01
2016-07-18	17	43.78
2016-07-18	18	44.69
2016-07-18	22	46.01
2016-07-18	1	42.49
2016-07-18	2	35.69
2016-07-18	8	43.6
2016-07-18	3	33.71
2016-07-18	5	33.04
2016-07-18	7	35.35
2016-07-18	14	46.69
2016-07-18	15	44.69
2016-07-18	19	42.2
2016-07-18	20	42.87
2016-07-18	21	42.64
2016-07-18	23	47.26
2016-07-19	3	35
2016-07-19	5	34.44
2016-07-19	7	37
2016-07-19	14	43.45
2016-07-19	15	43.84
2016-07-19	19	42
2016-07-19	20	44
2016-07-19	21	43.6
2016-07-19	23	44.69
2016-07-19	1	41.69
2016-07-19	2	37
2016-07-19	8	41.58
2016-07-19	4	34.63
2016-07-19	12	43.8
2016-07-19	17	42.58
2016-07-19	18	42.1
2016-07-19	22	44
2016-07-19	6	34.63
2016-07-19	9	41.75
2016-07-19	10	45
2016-07-19	11	43.68
2016-07-19	13	43.6
2016-07-19	16	42
2016-07-19	24	42
2016-07-20	6	34
2016-07-20	9	42.5
2016-07-20	10	46.1
2016-07-20	11	45
2016-07-20	13	44.78
2016-07-20	16	45.5
2016-07-20	24	42.5
2016-07-20	4	34
2016-07-20	12	44.65
2016-07-20	17	44.4
2016-07-20	18	43.78
2016-07-20	22	44.69
2016-07-20	1	42
2016-07-20	2	37
2016-07-20	8	41.58
2016-07-20	3	34.69
2016-07-20	5	33.94
2016-07-20	7	36.88
2016-07-20	14	44.69
2016-07-20	15	45.81
2016-07-20	19	42.64
2016-07-20	20	42.5
2016-07-20	21	43
2016-07-20	23	44.14
2016-07-21	6	38.42
2016-07-21	9	47.4
2016-07-21	10	50
2016-07-21	11	49.13
2016-07-21	13	48.33
2016-07-21	16	45
2016-07-21	24	42.1
2016-07-21	4	38.19
2016-07-21	12	50
2016-07-21	17	44.86
2016-07-21	18	44.69
2016-07-21	22	42.1
2016-07-21	1	45.1
2016-07-21	2	42.1
2016-07-21	8	46
2016-07-21	3	39.18
2016-07-21	5	38.19
2016-07-21	7	42.21
2016-07-21	14	48
2016-07-21	15	47.12
2016-07-21	19	44.01
2016-07-21	20	42.76
2016-07-21	21	40.71
2016-07-21	23	44.69
2016-07-22	4	33.32
2016-07-22	12	45.49
2016-07-22	17	44
2016-07-22	18	41.55
2016-07-22	22	41.9
2016-07-22	6	33.79
2016-07-22	9	42.4
2016-07-22	10	44.69
2016-07-22	11	45.1
2016-07-22	13	45.1
2016-07-22	16	45.03
2016-07-22	24	36.82
2016-07-22	3	33.79
2016-07-22	5	33.17
2016-07-22	7	34.5
2016-07-22	14	45.69
2016-07-22	15	44.69
2016-07-22	19	38.88
2016-07-22	20	38.01
2016-07-22	21	40.2
2016-07-22	23	40.71
2016-07-22	1	39.83
2016-07-22	2	35
2016-07-22	8	41.1
2016-07-23	4	32.19
2016-07-23	12	40.69
2016-07-23	17	42
2016-07-23	18	42
2016-07-23	22	45
2016-07-23	6	31.5
2016-07-23	9	32.91
2016-07-23	10	39.48
2016-07-23	11	38.45
2016-07-23	13	42
2016-07-23	16	43.2
2016-07-23	24	42
2016-07-23	3	33.52
2016-07-23	5	31.69
2016-07-23	7	31.11
2016-07-23	14	44
2016-07-23	15	44
2016-07-23	19	42
2016-07-23	20	42.68
2016-07-23	21	43.69
2016-07-23	23	44.69
2016-07-23	1	42
2016-07-23	2	40
2016-07-23	8	31.11
2016-07-24	3	32.4
2016-07-24	5	31.69
2016-07-24	7	30.69
2016-07-24	14	42
2016-07-24	15	43.22
2016-07-24	19	40.6
2016-07-24	20	41.2
2016-07-24	21	43.22
2016-07-24	23	46.67
2016-07-24	1	39.86
2016-07-24	2	32.7
2016-07-24	8	29.94
2016-07-24	4	32.19
2016-07-24	12	37.24
2016-07-24	17	40.43
2016-07-24	18	39.25
2016-07-24	22	45.19
2016-07-24	6	30.94
2016-07-24	9	31.69
2016-07-24	10	32.2
2016-07-24	11	32.69
2016-07-24	13	40
2016-07-24	16	41.49
2016-07-24	24	44.69
2016-07-25	1	40
2016-07-25	2	33.52
2016-07-25	8	40.16
2016-07-25	3	32.19
2016-07-25	5	31.69
2016-07-25	7	35
2016-07-25	14	45.69
2016-07-25	15	45.35
2016-07-25	19	43
2016-07-25	20	41.03
2016-07-25	21	40.95
2016-07-25	23	42
2016-07-25	6	31.8
2016-07-25	9	41.01
2016-07-25	10	41.9
2016-07-25	11	44
2016-07-25	13	45.23
2016-07-25	16	45
2016-07-25	24	39
2016-07-25	4	31.8
2016-07-25	12	46.33
2016-07-25	17	45.02
2016-07-25	18	44.01
2016-07-25	22	41.01
2016-07-26	6	33.52
2016-07-26	9	40.65
2016-07-26	10	42
2016-07-26	11	43.69
2016-07-26	13	45.19
2016-07-26	16	45.1
2016-07-26	24	39
2016-07-26	4	33.52
2016-07-26	12	44.01
2016-07-26	17	45.1
2016-07-26	18	44.5
2016-07-26	22	44
2016-07-26	1	39
2016-07-26	2	35
2016-07-26	8	39
2016-07-26	3	33.52
2016-07-26	5	33.52
2016-07-26	7	34.9
2016-07-26	14	45.89
2016-07-26	15	45.29
2016-07-26	19	44.01
2016-07-26	20	43.5
2016-07-26	21	42.5
2016-07-26	23	43.09
2016-07-27	4	33.52
2016-07-27	12	45.1
2016-07-27	17	44.9
2016-07-27	18	45.19
2016-07-27	22	45.1
2016-07-27	6	32.19
2016-07-27	9	43.52
2016-07-27	10	44.5
2016-07-27	11	45
2016-07-27	13	46.19
2016-07-27	16	45.29
2016-07-27	24	42.71
2016-07-27	3	33.94
2016-07-27	5	32.19
2016-07-27	7	33.52
2016-07-27	14	46.69
2016-07-27	15	46.19
2016-07-27	19	45.1
2016-07-27	20	44.69
2016-07-27	21	44.57
2016-07-27	23	45
2016-07-27	1	40
2016-07-27	2	36.21
2016-07-27	8	38.5
2016-07-28	4	33.52
2016-07-28	12	46.38
2016-07-28	17	46.38
2016-07-28	18	46.62
2016-07-28	22	45.1
2016-07-28	6	33.52
2016-07-28	9	43.49
2016-07-28	10	46.03
2016-07-28	11	46.42
2016-07-28	13	46.42
2016-07-28	16	46.32
2016-07-28	24	42.68
2016-07-28	3	34.19
2016-07-28	5	33.52
2016-07-28	7	35.13
2016-07-28	14	46.67
2016-07-28	15	46.38
2016-07-28	19	46.12
2016-07-28	20	44.79
2016-07-28	21	44.63
2016-07-28	23	45.1
2016-07-28	1	40.16
2016-07-28	2	37.47
2016-07-28	8	41.03
2016-07-29	6	37.29
2016-07-29	9	46.89
2016-07-29	10	46.62
2016-07-29	11	46.62
2016-07-29	13	46.89
2016-07-29	16	45.98
2016-07-29	24	46.1
2016-07-29	4	37.4
2016-07-29	12	46.6
2016-07-29	17	45.1
2016-07-29	18	45.31
2016-07-29	22	45.62
2016-07-29	1	43
2016-07-29	2	40
2016-07-29	8	46.16
2016-07-29	3	37.97
2016-07-29	5	36.5
2016-07-29	7	40.01
2016-07-29	14	47
2016-07-29	15	46.41
2016-07-29	19	44.01
2016-07-29	20	43.48
2016-07-29	21	44.63
2016-07-29	23	44.95
2016-07-30	4	43.44
2016-07-30	12	41.21
2016-07-30	17	35.52
2016-07-30	18	35.52
2016-07-30	22	45.1
2016-07-30	6	39.94
2016-07-30	9	44.57
2016-07-30	10	43
2016-07-30	11	43
2016-07-30	13	40.2
2016-07-30	16	37.63
2016-07-30	24	42.1
2016-07-30	3	45.42
2016-07-30	5	40.82
2016-07-30	7	39.01
2016-07-30	14	39.22
2016-07-30	15	37.63
2016-07-30	19	35.52
2016-07-30	20	37.63
2016-07-30	21	43.69
2016-07-30	23	44.19
2016-07-30	1	47.89
2016-07-30	2	47.38
2016-07-30	8	37.63
2016-07-31	3	35.09
2016-07-31	5	34.65
2016-07-31	7	34.59
2016-07-31	14	35.52
2016-07-31	15	35.52
2016-07-31	19	35.09
2016-07-31	20	35.2
2016-07-31	21	36.1
2016-07-31	23	47.12
2016-07-31	1	35.59
2016-07-31	2	35.19
2016-07-31	8	33.99
2016-07-31	4	34.9
2016-07-31	12	35.52
2016-07-31	17	34.84
2016-07-31	18	33.99
2016-07-31	22	43.69
2016-07-31	6	34.65
2016-07-31	9	35.09
2016-07-31	10	35.52
2016-07-31	11	35.52
2016-07-31	13	35.52
2016-07-31	16	34.82
2016-07-31	24	43.03
2016-08-01	1	44.32
2016-08-01	2	37.79
2016-08-01	8	41.25
2016-08-01	3	35.52
2016-08-01	5	34.59
2016-08-01	7	35.71
2016-08-01	14	47.89
2016-08-01	15	47.69
2016-08-01	19	44.01
2016-08-01	20	44.5
2016-08-01	21	47
2016-08-01	23	46.89
2016-08-01	6	34.72
2016-08-01	9	44.98
2016-08-01	10	46.1
2016-08-01	11	46.44
2016-08-01	13	46.89
2016-08-01	16	47.01
2016-08-01	24	40.4
2016-08-01	4	34.84
2016-08-01	12	45.3
2016-08-01	17	46.89
2016-08-01	18	46.16
2016-08-01	22	48
2016-08-02	3	35.52
2016-08-02	5	35.52
2016-08-02	7	37.63
2016-08-02	14	47.01
2016-08-02	15	46.19
2016-08-02	19	44.31
2016-08-02	20	44.5
2016-08-02	21	44.32
2016-08-02	23	46
2016-08-02	1	40
2016-08-02	2	37.63
2016-08-02	8	41.2
2016-08-02	4	35.52
2016-08-02	12	45.1
2016-08-02	17	45
2016-08-02	18	45
2016-08-02	22	46.89
2016-08-02	6	35.52
2016-08-02	9	45
2016-08-02	10	46.84
2016-08-02	11	45.94
2016-08-02	13	46.03
2016-08-02	16	45
2016-08-02	24	40.69
2016-08-03	4	37.9
2016-08-03	12	48.69
2016-08-03	17	46.1
2016-08-03	18	46.8
2016-08-03	22	46.94
2016-08-03	6	39
2016-08-03	9	48.12
2016-08-03	10	48.1
2016-08-03	11	48.19
2016-08-03	13	48.89
2016-08-03	16	47.09
2016-08-03	24	42.97
2016-08-03	3	38.81
2016-08-03	5	37.63
2016-08-03	7	41.5
2016-08-03	14	48.95
2016-08-03	15	48.5
2016-08-03	19	45.89
2016-08-03	20	45.1
2016-08-03	21	45.1
2016-08-03	23	46.01
2016-08-03	1	43.69
2016-08-03	2	40.69
2016-08-03	8	47.09
2016-08-04	3	41.51
2016-08-04	5	40
2016-08-04	7	43.69
2016-08-04	14	47.89
2016-08-04	15	46.46
2016-08-04	19	39.5
2016-08-04	20	38.52
2016-08-04	21	40
2016-08-04	23	41.61
2016-08-04	1	46.1
2016-08-04	2	43.69
2016-08-04	8	44.14
2016-08-04	4	40.56
2016-08-04	12	47.39
2016-08-04	17	43.21
2016-08-04	18	41.5
2016-08-04	22	42.86
2016-08-04	6	40.69
2016-08-04	9	44.5
2016-08-04	10	46.89
2016-08-04	11	46.89
2016-08-04	13	47.89
2016-08-04	16	43.9
2016-08-04	24	38.69
2016-08-05	1	39.5
2016-08-05	2	35.52
2016-08-05	8	40.47
2016-08-05	3	35.09
2016-08-05	5	34.84
2016-08-05	7	37
2016-08-05	14	48.1
2016-08-05	15	47.89
2016-08-05	19	40
2016-08-05	20	39.48
2016-08-05	21	41.38
2016-08-05	23	41.45
2016-08-05	6	35.35
2016-08-05	9	42.03
2016-08-05	10	43.15
2016-08-05	11	44
2016-08-05	13	47.69
2016-08-05	16	46.16
2016-08-05	24	36.56
2016-08-05	4	34.84
2016-08-05	12	45.1
2016-08-05	17	45.1
2016-08-05	18	43.52
2016-08-05	22	44
2016-08-06	4	35.19
2016-08-06	12	38.55
2016-08-06	17	39.26
2016-08-06	18	41.01
2016-08-06	22	45.17
2016-08-06	6	34.62
2016-08-06	9	35.22
2016-08-06	10	39.89
2016-08-06	11	39.13
2016-08-06	13	38.29
2016-08-06	16	41.72
2016-08-06	24	38.41
2016-08-06	3	35.22
2016-08-06	5	34.99
2016-08-06	7	34.62
2016-08-06	14	40.4
2016-08-06	15	41.86
2016-08-06	19	44.22
2016-08-06	20	41.86
2016-08-06	21	42.75
2016-08-06	23	42.1
2016-08-06	1	38.01
2016-08-06	2	37
2016-08-06	8	34.34
2016-08-07	6	26.9
2016-08-07	9	27.8
2016-08-07	10	29.3
2016-08-07	11	32
2016-08-07	13	33.59
2016-08-07	16	34.3
2016-08-07	24	36
2016-08-07	4	27.8
2016-08-07	12	33.25
2016-08-07	17	34.75
2016-08-07	18	34.2
2016-08-07	22	45.1
2016-08-07	1	34.3
2016-08-07	2	31.6
2016-08-07	8	26.49
2016-08-07	3	28.39
2016-08-07	5	26.9
2016-08-07	7	26.9
2016-08-07	14	33.95
2016-08-07	15	35
2016-08-07	19	34.3
2016-08-07	20	33.6
2016-08-07	21	34.3
2016-08-07	23	45.2
2016-08-08	4	30.34
2016-08-08	12	46.19
2016-08-08	17	47.19
2016-08-08	18	46.89
2016-08-08	22	48.16
2016-08-08	6	31.09
2016-08-08	9	47.26
2016-08-08	10	47.4
2016-08-08	11	45.3
2016-08-08	13	47.28
2016-08-08	16	47.39
2016-08-08	24	42.1
2016-08-08	3	30.69
2016-08-08	5	30
2016-08-08	7	34.22
2016-08-08	14	48.34
2016-08-08	15	48.1
2016-08-08	19	45.69
2016-08-08	20	44.94
2016-08-08	21	45.5
2016-08-08	23	46.1
2016-08-08	1	36.48
2016-08-08	2	33
2016-08-08	8	42.4
2016-08-09	6	32.5
2016-08-09	9	44.8
2016-08-09	10	43.47
2016-08-09	11	39.41
2016-08-09	13	42.13
2016-08-09	16	38.71
2016-08-09	24	36.07
2016-08-09	4	35.26
2016-08-09	12	40.85
2016-08-09	17	38
2016-08-09	18	38
2016-08-09	22	44
2016-08-09	1	45.1
2016-08-09	2	42.5
2016-08-09	8	43.78
2016-08-09	3	37
2016-08-09	5	32.53
2016-08-09	7	39.73
2016-08-09	14	43.47
2016-08-09	15	43.47
2016-08-09	19	37
2016-08-09	20	35.8
2016-08-09	21	38.41
2016-08-09	23	44
2016-08-10	4	26
2016-08-10	12	38.29
2016-08-10	17	36.9
2016-08-10	18	38.29
2016-08-10	22	47.2
2016-08-10	6	26.22
2016-08-10	9	33.95
2016-08-10	10	38.98
2016-08-10	11	38.63
2016-08-10	13	36.7
2016-08-10	16	36.09
2016-08-10	24	39.7
2016-08-10	3	26.9
2016-08-10	5	25.97
2016-08-10	7	28.39
2016-08-10	14	38.44
2016-08-10	15	38.44
2016-08-10	19	39.12
2016-08-10	20	40.84
2016-08-10	21	44.84
2016-08-10	23	47
2016-08-10	1	31.34
2016-08-10	2	30.52
2016-08-10	8	31.05
2016-08-11	1	35.42
2016-08-11	2	30.69
2016-08-11	8	32.19
2016-08-11	3	27.4
2016-08-11	5	26.9
2016-08-11	7	30.99
2016-08-11	14	45.1
2016-08-11	15	45.38
2016-08-11	19	43.09
2016-08-11	20	42.2
2016-08-11	21	43.69
2016-08-11	23	45.38
2016-08-11	6	27.2
2016-08-11	9	39
2016-08-11	10	42.69
2016-08-11	11	42.89
2016-08-11	13	43.69
2016-08-11	16	43.69
2016-08-11	24	42
2016-08-11	4	26.9
2016-08-11	12	42.89
2016-08-11	17	44.03
2016-08-11	18	44.01
2016-08-11	22	46.94
2016-08-12	3	35.52
2016-08-12	5	35.3
2016-08-12	7	42
2016-08-12	14	44.85
2016-08-12	15	44.69
2016-08-12	19	43.19
2016-08-12	20	43.28
2016-08-12	21	43.65
2016-08-12	23	44.68
2016-08-12	1	39.39
2016-08-12	2	37
2016-08-12	8	43.19
2016-08-12	4	34
2016-08-12	12	43.6
2016-08-12	17	43.93
2016-08-12	18	44.51
2016-08-12	22	45.28
2016-08-12	6	37
2016-08-12	9	44.69
2016-08-12	10	45.19
2016-08-12	11	44.69
2016-08-12	13	44.36
2016-08-12	16	43.79
2016-08-12	24	43.2
2016-08-13	3	41.6
2016-08-13	5	40.21
2016-08-13	7	41.61
2016-08-13	14	44.5
2016-08-13	15	42.69
2016-08-13	19	35.85
2016-08-13	20	36.47
2016-08-13	21	38.6
2016-08-13	23	40
2016-08-13	1	45
2016-08-13	2	43.51
2016-08-13	8	40.32
2016-08-13	4	41.6
2016-08-13	12	44.69
2016-08-13	17	38.35
2016-08-13	18	36.92
2016-08-13	22	42.53
2016-08-13	6	40.21
2016-08-13	9	43.69
2016-08-13	10	44.65
2016-08-13	11	44.69
2016-08-13	13	45
2016-08-13	16	40
2016-08-13	24	41.6
2016-08-14	6	35.52
2016-08-14	9	35
2016-08-14	10	35.6
2016-08-14	11	35.52
2016-08-14	13	38.35
2016-08-14	16	38.77
2016-08-14	24	44.01
2016-08-14	4	35.52
2016-08-14	12	38
2016-08-14	17	39.48
2016-08-14	18	38.35
2016-08-14	22	46.53
2016-08-14	1	43.51
2016-08-14	2	38.35
2016-08-14	8	34
2016-08-14	3	37
2016-08-14	5	35.42
2016-08-14	7	36.15
2016-08-14	14	39.48
2016-08-14	15	40.01
2016-08-14	19	39.79
2016-08-14	20	39.48
2016-08-14	21	41.5
2016-08-14	23	47.03
2016-08-15	6	35
2016-08-15	9	39.95
2016-08-15	10	43.19
2016-08-15	11	44
2016-08-15	13	44.48
2016-08-15	16	43.69
2016-08-15	24	45
2016-08-15	4	35.52
2016-08-15	12	44.65
2016-08-15	17	42.01
2016-08-15	18	43.05
2016-08-15	22	47.19
2016-08-15	1	41.65
2016-08-15	2	38
2016-08-15	8	39
2016-08-15	3	36.01
2016-08-15	5	34.49
2016-08-15	7	35.52
2016-08-15	14	44.69
2016-08-15	15	44.69
2016-08-15	19	40.01
2016-08-15	20	39.48
2016-08-15	21	41.6
2016-08-15	23	47.89
2016-08-16	4	45.69
2016-08-16	12	44
2016-08-16	17	41.7
2016-08-16	18	43
2016-08-16	22	46.19
2016-08-16	6	44.45
2016-08-16	9	44.69
2016-08-16	10	46.03
2016-08-16	11	45
2016-08-16	13	44.69
2016-08-16	16	42.06
2016-08-16	24	44.69
2016-08-16	3	46.35
2016-08-16	5	44.9
2016-08-16	7	45.11
2016-08-16	14	44.69
2016-08-16	15	43.74
2016-08-16	19	43.53
2016-08-16	20	44.57
2016-08-16	21	44.69
2016-08-16	23	46.19
2016-08-16	1	48.95
2016-08-16	2	47.91
2016-08-16	8	43.85
2016-08-17	3	43.72
2016-08-17	5	40
2016-08-17	7	41.15
2016-08-17	14	45.66
2016-08-17	15	44.5
2016-08-17	19	43
2016-08-17	20	44.37
2016-08-17	21	44
2016-08-17	23	44.84
2016-08-17	1	47.1
2016-08-17	2	44.69
2016-08-17	8	40
2016-08-17	4	40
2016-08-17	12	44.6
2016-08-17	17	42
2016-08-17	18	42
2016-08-17	22	45.33
2016-08-17	6	40
2016-08-17	9	44.03
2016-08-17	10	45.33
2016-08-17	11	44.79
2016-08-17	13	45.33
2016-08-17	16	42.36
2016-08-17	24	44.6
2016-08-18	1	44.12
2016-08-18	2	41.58
2016-08-18	8	40
2016-08-18	3	40
2016-08-18	5	37.92
2016-08-18	7	42.1
2016-08-18	14	46.16
2016-08-18	15	45.46
2016-08-18	19	44.79
2016-08-18	20	45.66
2016-08-18	21	45.66
2016-08-18	23	45.8
2016-08-18	6	38.47
2016-08-18	9	43.85
2016-08-18	10	45.66
2016-08-18	11	43.74
2016-08-18	13	45.6
2016-08-18	16	44.5
2016-08-18	24	44.69
2016-08-18	4	37.92
2016-08-18	12	43.9
2016-08-18	17	44.69
2016-08-18	18	45.58
2016-08-18	22	47.62
2016-08-19	4	39
2016-08-19	12	42.1
2016-08-19	17	42
2016-08-19	18	42.35
2016-08-19	22	45.6
2016-08-19	6	37.63
2016-08-19	9	44.21
2016-08-19	10	46.1
2016-08-19	11	43.24
2016-08-19	13	44
2016-08-19	16	41.1
2016-08-19	24	40.83
2016-08-19	3	41.68
2016-08-19	5	38
2016-08-19	7	42
2016-08-19	14	44.01
2016-08-19	15	43
2016-08-19	19	41.67
2016-08-19	20	41
2016-08-19	21	42.1
2016-08-19	23	42.1
2016-08-19	1	44.79
2016-08-19	2	44.6
2016-08-19	8	40
2016-08-20	6	38
2016-08-20	9	37.26
2016-08-20	10	41.1
2016-08-20	11	35.4
2016-08-20	13	36.07
2016-08-20	16	36
2016-08-20	24	41.5
2016-08-20	4	41.3
2016-08-20	12	35.69
2016-08-20	17	35.69
2016-08-20	18	35.69
2016-08-20	22	44.5
2016-08-20	1	47.69
2016-08-20	2	46.93
2016-08-20	8	34.97
2016-08-20	3	44.6
2016-08-20	5	39.5
2016-08-20	7	38
2016-08-20	14	37
2016-08-20	15	36.81
2016-08-20	19	37.1
2016-08-20	20	38.97
2016-08-20	21	41.85
2016-08-20	23	43.85
2016-08-21	4	32.2
2016-08-21	12	33.69
2016-08-21	17	39.5
2016-08-21	18	37.4
2016-08-21	22	47.69
2016-08-21	6	31.7
2016-08-21	9	31.5
2016-08-21	10	32.2
2016-08-21	11	32.5
2016-08-21	13	35.69
2016-08-21	16	41.79
2016-08-21	24	41.79
2016-08-21	3	32.69
2016-08-21	5	31.9
2016-08-21	7	31.48
2016-08-21	14	40.1
2016-08-21	15	43
2016-08-21	19	38
2016-08-21	20	40.5
2016-08-21	21	43.53
2016-08-21	23	47.01
2016-08-21	1	38.01
2016-08-21	2	33.79
2016-08-21	8	31
2016-08-22	1	40.5
2016-08-22	2	35.12
2016-08-22	8	40.1
2016-08-22	3	33.44
2016-08-22	5	32.94
2016-08-22	7	37.92
2016-08-22	14	46.1
2016-08-22	15	45.5
2016-08-22	19	42.67
2016-08-22	20	42.1
2016-08-22	21	43.5
2016-08-22	23	44
2016-08-22	6	33.39
2016-08-22	9	43.02
2016-08-22	10	44.6
2016-08-22	11	44.57
2016-08-22	13	44.57
2016-08-22	16	45.1
2016-08-22	24	41.17
2016-08-22	4	33.44
2016-08-22	12	44.1
2016-08-22	17	45.1
2016-08-22	18	44.2
2016-08-22	22	46
2016-08-23	1	42.35
2016-08-23	2	40.02
2016-08-23	8	42
2016-08-23	3	37.59
2016-08-23	5	35.69
2016-08-23	7	39.1
2016-08-23	14	44.1
2016-08-23	15	43.95
2016-08-23	19	40.2
2016-08-23	20	41.6
2016-08-23	21	42
2016-08-23	23	41.93
2016-08-23	6	36.33
2016-08-23	9	44.32
2016-08-23	10	45.19
2016-08-23	11	44.21
2016-08-23	13	44.1
2016-08-23	16	42.45
2016-08-23	24	38.1
2016-08-23	4	36.33
2016-08-23	12	44
2016-08-23	17	41.69
2016-08-23	18	41.07
2016-08-23	22	44.1
2016-08-24	3	38.01
2016-08-24	5	37.92
2016-08-24	7	41.5
2016-08-24	14	43.05
2016-08-24	15	43.2
2016-08-24	19	41.63
2016-08-24	20	42
2016-08-24	21	43
2016-08-24	23	43.5
2016-08-24	1	42.86
2016-08-24	2	40
2016-08-24	8	42
2016-08-24	4	38
2016-08-24	12	42.15
2016-08-24	17	41.94
2016-08-24	18	41.73
2016-08-24	22	44.7
2016-08-24	6	38
2016-08-24	9	43.69
2016-08-24	10	44.6
2016-08-24	11	43.89
2016-08-24	13	43.5
2016-08-24	16	42.1
2016-08-24	24	41.5
2016-08-25	4	37
2016-08-25	12	42.03
2016-08-25	17	42.69
2016-08-25	18	42.2
2016-08-25	22	45.09
2016-08-25	6	37.47
2016-08-25	9	42.12
2016-08-25	10	43.89
2016-08-25	11	43.69
2016-08-25	13	42.69
2016-08-25	16	42.69
2016-08-25	24	42
2016-08-25	3	37.59
2016-08-25	5	36.33
2016-08-25	7	40.03
2016-08-25	14	42.45
2016-08-25	15	42.21
2016-08-25	19	41.7
2016-08-25	20	42
2016-08-25	21	43.11
2016-08-25	23	43.6
2016-08-25	1	41.1
2016-08-25	2	39.79
2016-08-25	8	41.34
2016-08-26	1	40.69
2016-08-26	2	38.23
2016-08-26	8	39.41
2016-08-26	3	37.47
2016-08-26	5	35.69
2016-08-26	7	38.23
2016-08-26	14	44
2016-08-26	15	44.1
2016-08-26	19	43.35
2016-08-26	20	44
2016-08-26	21	43.87
2016-08-26	23	43.6
2016-08-26	6	36.1
2016-08-26	9	41.61
2016-08-26	10	44.02
2016-08-26	11	44.53
2016-08-26	13	43.79
2016-08-26	16	43.5
2016-08-26	24	42.32
2016-08-26	4	35.69
2016-08-26	12	43.8
2016-08-26	17	43.36
2016-08-26	18	43.6
2016-08-26	22	45.1
2016-08-27	3	42.12
2016-08-27	5	38.84
2016-08-27	7	37.59
2016-08-27	14	42
2016-08-27	15	42.21
2016-08-27	19	41
2016-08-27	20	42.35
2016-08-27	21	43.35
2016-08-27	23	43.79
2016-08-27	1	44.69
2016-08-27	2	44.25
2016-08-27	8	36.79
2016-08-27	4	40.16
2016-08-27	12	42.2
2016-08-27	17	39.24
2016-08-27	18	39.7
2016-08-27	22	45.19
2016-08-27	6	38
2016-08-27	9	39.96
2016-08-27	10	42.32
2016-08-27	11	42.21
2016-08-27	13	41.7
2016-08-27	16	41
2016-08-27	24	42.32
2016-08-28	1	44.19
2016-08-28	2	41.24
2016-08-28	8	38.1
2016-08-28	3	41.1
2016-08-28	5	40.49
2016-08-28	7	39.96
2016-08-28	14	42.32
2016-08-28	15	42.32
2016-08-28	19	35.46
2016-08-28	20	37.61
2016-08-28	21	41.21
2016-08-28	23	44.59
2016-08-28	6	40
2016-08-28	9	39
2016-08-28	10	41.85
2016-08-28	11	42
2016-08-28	13	42.12
2016-08-28	16	40.49
2016-08-28	24	42.69
2016-08-28	4	40.69
2016-08-28	12	42
2016-08-28	17	36.41
2016-08-28	18	35.3
2016-08-28	22	44.69
2016-08-29	3	35.26
2016-08-29	5	33.79
2016-08-29	7	36.66
2016-08-29	14	46.19
2016-08-29	15	45.46
2016-08-29	19	44.41
2016-08-29	20	43.86
2016-08-29	21	44.69
2016-08-29	23	43.52
2016-08-29	1	39.96
2016-08-29	2	35.3
2016-08-29	8	40.26
2016-08-29	4	34.7
2016-08-29	12	44.69
2016-08-29	17	42.69
2016-08-29	18	43.35
2016-08-29	22	45.89
2016-08-29	6	34
2016-08-29	9	42.11
2016-08-29	10	44.19
2016-08-29	11	44.69
2016-08-29	13	45.69
2016-08-29	16	44.69
2016-08-29	24	40.4
2016-08-30	4	33.7
2016-08-30	12	47.47
2016-08-30	17	46.7
2016-08-30	18	46.69
2016-08-30	22	46.69
2016-08-30	6	34.7
2016-08-30	9	43.82
2016-08-30	10	47.85
2016-08-30	11	47.19
2016-08-30	13	47.65
2016-08-30	16	47.65
2016-08-30	24	43.1
2016-08-30	3	34.7
2016-08-30	5	33.69
2016-08-30	7	36
2016-08-30	14	47.9
2016-08-30	15	47.9
2016-08-30	19	47.05
2016-08-30	20	47.69
2016-08-30	21	46.3
2016-08-30	23	45
2016-08-30	1	37.21
2016-08-30	2	35.3
2016-08-30	8	40.59
2016-08-31	6	39.74
2016-08-31	9	45
2016-08-31	10	46.69
2016-08-31	11	46.6
2016-08-31	13	45.82
2016-08-31	16	45.71
2016-08-31	24	39.6
2016-08-31	4	39.01
2016-08-31	12	45.69
