fecha	hora	precio_md
2016-03-03	16	20.32
2016-03-03	24	28.78
2016-03-03	4	17.49
2016-03-03	12	28.69
2016-03-03	17	20.32
2016-03-03	18	22.18
2016-03-03	22	33
2016-03-04	4	19.19
2016-03-04	12	25
2016-03-04	17	10.5
2016-03-04	18	10.7
2016-03-04	22	20
2016-03-04	6	18.1
2016-03-04	9	33.97
2016-03-04	10	33.48
2016-03-04	11	32.03
2016-03-04	13	20.01
2016-03-04	16	10.94
2016-03-04	24	12.2
2016-03-04	3	20
2016-03-04	5	17.63
2016-03-04	7	20
2016-03-04	14	17
2016-03-04	15	12.3
2016-03-04	19	12.4
2016-03-04	20	19
2016-03-04	21	21
2016-03-04	23	14.1
2016-03-04	1	27.05
2016-03-04	2	23.94
2016-03-04	8	25.56
2016-03-05	3	5
2016-03-05	5	4.5
2016-03-05	7	7.2
2016-03-05	14	10
2016-03-05	15	10
2016-03-05	19	8.19
2016-03-05	20	14
2016-03-05	21	24.3
2016-03-05	23	20
2016-03-05	1	10.6
2016-03-05	2	8.19
2016-03-05	8	8.34
2016-03-05	4	4.5
2016-03-05	12	10.9
2016-03-05	17	7.69
2016-03-05	18	8.44
2016-03-05	22	24.44
2016-03-05	6	5
2016-03-05	9	10.5
2016-03-05	10	11.9
2016-03-05	11	12.19
2016-03-05	13	10
2016-03-05	16	8.1
2016-03-05	24	12.4
2016-03-06	1	20
2016-03-06	2	12.4
2016-03-06	8	10
2016-03-06	3	10.85
2016-03-06	5	9.6
2016-03-06	7	10
2016-03-06	14	10.44
2016-03-06	15	10.6
2016-03-06	19	9.6
2016-03-06	20	20.01
2016-03-06	21	29.17
2016-03-06	23	27.01
2016-03-06	6	9.7
2016-03-06	9	10.44
2016-03-06	10	11.3
2016-03-06	11	11.19
2016-03-06	13	10
2016-03-06	16	8.5
2016-03-06	24	15.4
2016-03-06	4	10
2016-03-06	12	10.6
2016-03-06	17	7.94
2016-03-06	18	9.7
2016-03-06	22	26.1
2016-03-07	3	13.1
2016-03-07	5	11.9
2016-03-07	7	24.01
2016-03-07	14	24.01
2016-03-07	15	22.26
2016-03-07	19	23.6
2016-03-07	20	28.69
2016-03-07	21	35.55
2016-03-07	23	26.61
2016-03-07	1	24.01
2016-03-07	2	19.99
2016-03-07	8	33.63
2016-03-07	4	12.1
2016-03-07	12	33.63
2016-03-07	17	18.35
2016-03-07	18	21
2016-03-07	22	32
2016-03-07	6	13.6
2016-03-07	9	35.1
2016-03-07	10	40.68
2016-03-07	11	43
2016-03-07	13	26.4
2016-03-07	16	19.71
2016-03-07	24	24
2016-03-08	1	21.53
2016-03-08	2	20.78
2016-03-08	8	30
2016-03-08	3	18.31
2016-03-08	5	19.53
2016-03-08	7	23
2016-03-08	14	31.32
2016-03-08	15	27.6
2016-03-08	19	33.63
2016-03-08	20	49.89
2016-03-08	21	48.48
2016-03-08	23	35.13
2016-03-08	6	21.28
2016-03-08	9	33.63
2016-03-08	10	35.65
2016-03-08	11	33.98
2016-03-08	13	30
2016-03-08	16	26
2016-03-08	24	28.21
2016-03-08	4	17.2
2016-03-08	12	32.74
2016-03-08	17	26
2016-03-08	18	28.35
2016-03-08	22	47.33
2016-03-09	1	27.51
2016-03-09	2	24.1
2016-03-09	8	23.6
2016-03-09	3	20.94
2016-03-09	5	20
2016-03-09	7	21.63
2016-03-09	14	21.12
2016-03-09	15	18.69
2016-03-09	19	15.94
2016-03-09	20	22.14
2016-03-09	21	27.05
2016-03-09	23	21.63
2016-03-09	6	19.69
2016-03-09	9	27.43
2016-03-09	10	28
2016-03-09	11	27
2016-03-09	13	22.58
2016-03-09	16	13.71
2016-03-09	24	17.44
2016-03-09	4	20.08
2016-03-09	12	24.5
2016-03-09	17	12.1
2016-03-09	18	12.4
2016-03-09	22	25.8
2016-03-10	6	12.4
2016-03-10	9	22.69
2016-03-10	10	24.17
2016-03-10	11	22.15
2016-03-10	13	18.34
2016-03-10	16	16.19
2016-03-10	24	26.75
2016-03-10	4	11.6
2016-03-10	12	19.04
2016-03-10	17	18.19
2016-03-10	18	20.32
2016-03-10	22	31.3
2016-03-10	1	18.19
2016-03-10	2	14.59
2016-03-10	8	23.5
2016-03-10	3	12.1
2016-03-10	5	11.69
2016-03-10	7	18.19
2016-03-10	14	18.19
2016-03-10	15	15.45
2016-03-10	19	22.15
2016-03-10	20	29.2
2016-03-10	21	36.85
2016-03-10	23	28.69
2016-03-11	1	28.97
2016-03-11	2	26.97
2016-03-11	8	35.7
2016-03-11	3	24.18
2016-03-11	5	21.75
2016-03-11	7	30
2016-03-11	14	31.82
2016-03-11	15	31
2016-03-11	19	32.55
2016-03-11	20	35.69
2016-03-11	21	38.86
2016-03-11	23	31.82
2016-03-11	6	25.4
2016-03-11	9	38.34
2016-03-11	10	36.69
2016-03-11	11	32.91
2016-03-11	13	31.71
2016-03-11	16	28.62
2016-03-11	24	33.44
2016-03-11	4	22.34
2016-03-11	12	32.1
2016-03-11	17	28
2016-03-11	18	27.9
2016-03-11	22	34
2016-03-12	1	29.01
2016-03-12	2	26.1
2016-03-12	8	25.51
2016-03-12	3	25.69
2016-03-12	5	23.26
2016-03-12	7	25.45
2016-03-12	14	27.6
2016-03-12	15	27.06
2016-03-12	19	34
2016-03-12	20	36.97
2016-03-12	21	35
2016-03-12	23	30.91
2016-03-12	6	24.5
2016-03-12	9	28.91
2016-03-12	10	30.09
2016-03-12	11	29.26
2016-03-12	13	27.6
2016-03-12	16	24.97
2016-03-12	24	30
2016-03-12	4	24.5
2016-03-12	12	28.44
2016-03-12	17	23.67
2016-03-12	18	27.07
2016-03-12	22	31.82
2016-03-13	3	21.67
2016-03-13	5	21.12
2016-03-13	7	21.11
2016-03-13	14	22.9
2016-03-13	15	22.9
2016-03-13	19	26.08
2016-03-13	20	33.55
2016-03-13	21	35.09
2016-03-13	23	30.69
2016-03-13	1	26.51
2016-03-13	2	22.84
2016-03-13	8	21.08
2016-03-13	4	21.05
2016-03-13	12	21.69
2016-03-13	17	18.5
2016-03-13	18	20.19
2016-03-13	22	34.98
2016-03-13	6	21.17
2016-03-13	9	21.31
2016-03-13	10	21.69
2016-03-13	11	21.73
2016-03-13	13	21.62
2016-03-13	16	21.2
2016-03-13	24	26.63
2016-03-14	1	25.1
2016-03-14	2	21.67
2016-03-14	8	35.43
2016-03-14	3	20.22
2016-03-14	5	20.36
2016-03-14	7	31.82
2016-03-14	14	39.75
2016-03-14	15	39.4
2016-03-14	19	39.9
2016-03-14	20	51
2016-03-14	21	59.81
2016-03-14	23	41.5
2016-03-14	6	23.76
2016-03-14	9	39.93
2016-03-14	10	40.19
2016-03-14	11	40.14
2016-03-14	13	39.93
2016-03-14	16	38.9
2016-03-14	24	37.5
2016-03-14	4	19.99
2016-03-14	12	39.9
2016-03-14	17	38.9
2016-03-14	18	38.84
2016-03-14	22	53.04
2016-03-15	3	35.4
2016-03-15	5	33.6
2016-03-15	7	40.14
2016-03-15	14	43
2016-03-15	15	42.4
2016-03-15	19	40
2016-03-15	20	44.43
2016-03-15	21	50.09
2016-03-15	23	41.72
2016-03-15	1	41.5
2016-03-15	2	38.38
2016-03-15	8	43.45
2016-03-15	4	33.3
2016-03-15	12	45.01
2016-03-15	17	40.14
2016-03-15	18	39.86
2016-03-15	22	46.24
2016-03-15	6	36.3
2016-03-15	9	46.38
2016-03-15	10	47.69
2016-03-15	11	46.69
2016-03-15	13	43.9
2016-03-15	16	40.69
2016-03-15	24	38.6
2016-03-16	6	27.7
2016-03-16	9	37.91
2016-03-16	10	39.21
2016-03-16	11	38.4
2016-03-16	13	35.06
2016-03-16	16	32.78
2016-03-16	24	38.5
2016-03-16	4	28.01
2016-03-16	12	36.36
2016-03-16	17	32.64
2016-03-16	18	32.64
2016-03-16	22	42.69
2016-03-16	1	38.4
2016-03-16	2	32.78
2016-03-16	8	36.36
2016-03-16	3	30
2016-03-16	5	27.7
2016-03-16	7	30
2016-03-16	14	35.06
2016-03-16	15	34.63
2016-03-16	19	35.6
2016-03-16	20	41.36
2016-03-16	21	43.89
2016-03-16	23	40.98
2016-03-17	3	34.77
2016-03-17	5	33
2016-03-17	7	39.1
2016-03-17	14	44.4
2016-03-17	15	43.28
2016-03-17	19	42.02
2016-03-17	20	46.69
2016-03-17	21	48.01
2016-03-17	23	42.52
2016-03-17	1	39.43
2016-03-17	2	37.6
2016-03-17	8	42.1
2016-03-17	4	33.3
2016-03-17	12	44.4
2016-03-17	17	41.25
2016-03-17	18	41.69
2016-03-17	22	45.98
2016-03-17	6	35
2016-03-17	9	44.38
2016-03-17	10	44.5
2016-03-17	11	44.43
2016-03-17	13	43.88
2016-03-17	16	42.02
2016-03-17	24	41.06
2016-03-18	3	36.36
2016-03-18	5	35
2016-03-18	7	41.21
2016-03-18	14	47.17
2016-03-18	15	46.17
2016-03-18	19	41.69
2016-03-18	20	44.01
2016-03-18	21	46.69
2016-03-18	23	44.1
2016-03-18	1	42.69
2016-03-18	2	39.43
2016-03-18	8	45.27
2016-03-18	4	35.06
2016-03-18	12	48.69
2016-03-18	17	45.02
2016-03-18	18	44.6
2016-03-18	22	45.98
2016-03-18	6	36.36
2016-03-18	9	48.38
2016-03-18	10	50.09
2016-03-18	11	50.09
2016-03-18	13	47.88
2016-03-18	16	45.98
2016-03-18	24	42.5
2016-03-19	1	39.1
2016-03-19	2	36.69
2016-03-19	8	31.44
2016-03-19	3	34.09
2016-03-19	5	31.59
2016-03-19	7	31.44
2016-03-19	14	40
2016-03-19	15	38.5
2016-03-19	19	37.6
2016-03-19	20	41.14
2016-03-19	21	44.6
2016-03-19	23	43.25
2016-03-19	6	31.44
2016-03-19	9	34.63
2016-03-19	10	38.9
2016-03-19	11	41.14
2016-03-19	13	39.75
2016-03-19	16	36.69
2016-03-19	24	40.6
2016-03-19	4	32.64
2016-03-19	12	40.01
2016-03-19	17	35.06
2016-03-19	18	36.36
2016-03-19	22	45.98
2016-03-20	3	31.01
2016-03-20	5	30.19
2016-03-20	7	30.59
2016-03-20	14	34.93
2016-03-20	15	34
2016-03-20	19	32.64
2016-03-20	20	41.69
2016-03-20	21	45.98
2016-03-20	23	44.1
2016-03-20	1	36.69
2016-03-20	2	32.78
2016-03-20	8	30.59
2016-03-20	4	30.44
2016-03-20	12	34.93
2016-03-20	17	31.62
2016-03-20	18	31.62
2016-03-20	22	45.98
2016-03-20	6	30.44
2016-03-20	9	30.59
2016-03-20	10	32.94
2016-03-20	11	35
2016-03-20	13	34.93
2016-03-20	16	32.64
2016-03-20	24	40.24
2016-03-21	6	28.01
2016-03-21	9	40.14
2016-03-21	10	41.22
2016-03-21	11	40
2016-03-21	13	40.05
2016-03-21	16	37.52
2016-03-21	24	32.78
2016-03-21	4	28.01
2016-03-21	12	40
2016-03-21	17	36.46
2016-03-21	18	35.43
2016-03-21	22	39.29
2016-03-21	1	37.33
2016-03-21	2	31.79
2016-03-21	8	38
2016-03-21	3	28.68
2016-03-21	5	28.01
2016-03-21	7	32.01
2016-03-21	14	40
2016-03-21	15	38.69
2016-03-21	19	34.37
2016-03-21	20	40.2
2016-03-21	21	40.05
2016-03-21	23	35.86
2016-03-22	1	31.83
2016-03-22	2	28.01
2016-03-22	8	38.1
2016-03-22	3	27.7
2016-03-22	5	25.69
2016-03-22	7	33.02
2016-03-22	14	38.19
2016-03-22	15	37.5
2016-03-22	19	36.73
2016-03-22	20	40.64
2016-03-22	21	38.1
2016-03-22	23	33.35
2016-03-22	6	27.59
2016-03-22	9	39.72
2016-03-22	10	38.91
2016-03-22	11	38.4
2016-03-22	13	38.59
2016-03-22	16	35.86
2016-03-22	24	31.48
2016-03-22	4	26.94
2016-03-22	12	38.59
2016-03-22	17	35.51
2016-03-22	18	34.69
2016-03-22	22	36.2
2016-03-23	1	30.21
2016-03-23	2	27.79
2016-03-23	3	25.42
2016-03-23	4	23.13
2016-03-23	5	22.42
2016-03-23	6	24.56
2016-03-23	7	29.2
2016-03-23	8	35.43
2016-03-23	9	36.5
2016-03-23	10	35
2016-03-23	11	33.25
2016-03-23	12	32.19
2016-03-23	13	31.6
2016-03-23	14	30.1
2016-03-23	15	27.03
2016-03-23	16	24.69
2016-03-23	17	24.18
2016-03-23	18	28
2016-03-23	19	32.44
2016-03-23	20	37.16
2016-03-23	21	36.8
2016-03-23	22	32.96
2016-03-23	23	32.51
2016-03-23	24	30.1
2016-03-24	1	25
2016-03-24	2	23.12
2016-03-24	8	30.5
2016-03-24	3	22.17
2016-03-24	5	21.75
2016-03-24	7	25.85
2016-03-24	14	27.27
2016-03-24	15	26.5
2016-03-24	19	32.3
2016-03-24	20	35.18
2016-03-24	21	33.97
2016-03-24	23	32
2016-03-24	6	23.08
2016-03-24	9	32.4
2016-03-24	10	32.4
2016-03-24	11	31.69
2016-03-24	13	28.62
2016-03-24	16	25.35
2016-03-24	24	28.54
2016-03-24	4	21.38
2016-03-24	12	31
2016-03-24	17	26.6
2016-03-24	18	30
2016-03-24	22	32.69
2016-03-25	6	20.3
2016-03-25	9	26.69
2016-03-25	10	27.44
2016-03-25	11	27.26
2016-03-25	13	27.87
2016-03-25	16	24.44
2016-03-25	24	30
2016-03-25	4	20
2016-03-25	12	28.91
2016-03-25	17	23.5
2016-03-25	18	26.1
2016-03-25	22	31.94
2016-03-25	1	30
2016-03-25	2	23.5
2016-03-25	8	27.19
2016-03-25	3	21.51
2016-03-25	5	20.01
2016-03-25	7	23.31
2016-03-25	14	27.06
2016-03-25	15	26.5
2016-03-25	19	27.2
2016-03-25	20	33.08
2016-03-25	21	32.95
2016-03-25	23	31.91
2016-03-26	4	20
2016-03-26	12	20
2016-03-26	17	13.6
2016-03-26	18	14.38
2016-03-26	22	23
2016-03-26	6	20.01
2016-03-26	9	22.49
2016-03-26	10	24
2016-03-26	11	23.03
2016-03-26	13	19.06
2016-03-26	16	13.56
2016-03-26	24	18.6
2016-03-26	3	21.11
2016-03-26	5	20
2016-03-26	7	20.01
2016-03-26	14	18.09
2016-03-26	15	16.28
2016-03-26	19	17.63
2016-03-26	20	22.12
2016-03-26	21	21.69
2016-03-26	23	20
2016-03-26	1	30
2016-03-26	2	24.32
2016-03-26	8	21.69
2016-03-29	1	24.01
2016-03-29	2	20.01
2016-03-29	3	15.37
2016-03-29	4	14.99
2016-03-29	5	14
2016-03-29	6	15.05
2016-03-29	7	25.35
2016-03-29	8	34
2016-03-29	9	38.01
2016-03-29	10	34.69
2016-03-29	11	33.2
2016-03-29	12	31.59
2016-03-29	13	31.7
2016-03-29	14	31.45
2016-03-29	15	30.6
2016-03-29	16	30.61
2016-03-29	17	29.69
2016-03-29	18	29.69
2016-03-29	19	30.52
2016-03-29	20	35.79
2016-03-29	21	50.03
2016-03-29	22	52.71
2016-03-29	23	43.94
2016-03-29	24	34.25
2016-03-27	1	18.69
2016-03-27	2	9.2
2016-03-27	8	10
2016-03-28	3	7.43
2016-03-28	5	5.27
2016-03-28	7	5.86
2016-03-28	14	14.82
2016-03-28	15	13
2016-03-28	19	15
2016-03-28	20	20.94
2016-03-28	21	30
2016-03-28	23	28.01
2016-03-27	3	8.56
2016-03-27	5	6.5
2016-03-27	7	8.22
2016-03-27	14	9.05
2016-03-27	15	5.98
2016-03-27	19	19.45
2016-03-27	20	24.69
2016-03-27	21	28.78
2016-03-27	23	19
2016-03-28	1	12.88
2016-03-28	2	8.28
2016-03-28	8	8
2016-03-27	6	6.5
2016-03-27	9	13.69
2016-03-27	10	17.73
2016-03-27	11	15
2016-03-27	13	11.3
2016-03-27	16	5.56
2016-03-28	4	6.5
2016-03-28	12	15.05
2016-03-28	17	8
2016-03-28	18	11.16
2016-03-28	22	30
2016-03-27	4	6.69
2016-03-27	12	12.4
2016-03-27	17	6.49
2016-03-27	18	14.94
2016-03-27	22	26.4
2016-03-28	6	6.28
2016-03-28	9	14.82
2016-03-28	10	15.69
2016-03-28	11	18.8
2016-03-28	13	14.19
2016-03-28	16	9.2
2016-03-28	24	21.19
2016-03-30	6	25
2016-03-30	9	38.4
2016-03-30	10	38.4
2016-03-30	11	36.43
2016-03-30	13	31.69
2016-03-30	16	26.8
2016-03-30	24	28.76
2016-03-30	4	23.01
2016-03-30	12	34
2016-03-30	17	25.64
2016-03-30	18	29.04
2016-03-30	22	36
2016-03-30	1	32.2
2016-03-30	2	29.69
2016-03-30	8	32.27
2016-03-30	3	25.01
2016-03-30	5	22.53
2016-03-30	7	29.6
2016-03-30	14	30.73
2016-03-30	15	28.48
2016-03-30	19	31.9
2016-03-30	20	35.75
2016-03-30	21	37
2016-03-30	23	31.69
2016-03-31	1	23.34
2016-03-31	2	22.27
2016-03-31	8	25.5
2016-03-31	3	21.5
2016-03-31	5	19
2016-03-31	7	21
2016-03-31	14	21.5
2016-03-31	15	21
2016-03-31	19	20
2016-03-31	20	25.01
2016-03-31	21	31.99
2016-03-31	23	26.7
2016-03-31	6	19
2016-03-31	9	30.46
2016-03-31	10	28.2
2016-03-31	11	25
2016-03-31	13	22.22
2016-03-31	16	19
2016-03-31	24	24.95
2016-03-31	4	21
2016-03-31	12	22.59
2016-03-31	17	18
2016-03-31	18	19
2016-03-31	22	28
2016-04-01	4	20.64
2016-04-01	12	36.5
2016-04-01	17	33.39
2016-04-01	18	33.32
2016-04-01	22	48.04
2016-04-01	6	21.78
2016-04-01	9	38.5
2016-04-01	10	39.75
2016-04-01	11	37.05
2016-04-01	13	35.18
2016-04-01	16	33.32
2016-04-01	24	36
2016-04-01	3	21.19
2016-04-01	5	21.13
2016-04-01	7	29.73
2016-04-01	14	34.15
2016-04-01	15	33.45
2016-04-01	19	33.45
2016-04-01	20	35.53
2016-04-01	21	40.1
2016-04-01	23	39.66
2016-04-01	1	23.4
2016-04-01	2	20.98
2016-04-01	8	36
2016-04-02	3	29.5
2016-04-02	5	28.04
2016-04-02	7	28.78
2016-04-02	14	27.5
2016-04-02	15	24
2016-04-02	19	23.41
2016-04-02	20	28.2
2016-04-02	21	30.43
2016-04-02	23	26.79
2016-04-02	1	34.15
2016-04-02	2	31.08
2016-04-02	8	27.5
2016-04-02	4	29
2016-04-02	12	28.5
2016-04-02	17	19
2016-04-02	18	20.12
2016-04-02	22	30.1
2016-04-02	6	28.3
2016-04-02	9	28
2016-04-02	10	29.81
2016-04-02	11	30
2016-04-02	13	27.02
2016-04-02	16	21.02
2016-04-02	24	23.14
2016-04-03	4	12.1
2016-04-03	12	17.46
2016-04-03	17	6
2016-04-03	18	6
2016-04-03	22	25.01
2016-04-03	6	9
2016-04-03	9	12.1
2016-04-03	10	17.14
2016-04-03	11	17.36
2016-04-03	13	16.15
2016-04-03	16	7.59
2016-04-03	24	20.9
2016-04-03	3	15
2016-04-03	5	8.69
2016-04-03	7	11.01
2016-04-03	14	13.48
2016-04-03	15	9.2
2016-04-03	19	7
2016-04-03	20	9.85
2016-04-03	21	19.75
2016-04-03	23	24.32
2016-04-03	1	19.59
2016-04-03	2	18.07
2016-04-03	8	11.7
2016-04-04	3	19.15
2016-04-04	5	18.72
2016-04-04	7	24.69
2016-04-04	14	29.01
2016-04-04	15	29
2016-04-04	19	29.69
2016-04-04	20	32.5
2016-04-04	21	36.1
2016-04-04	23	30.3
2016-04-04	1	21
2016-04-04	2	19.59
2016-04-04	8	31.03
2016-04-04	4	18.75
2016-04-04	12	31.2
2016-04-04	17	27.59
2016-04-04	18	29.25
2016-04-04	22	36.43
2016-04-04	6	20.28
2016-04-04	9	32.3
2016-04-04	10	35.76
2016-04-04	11	33.08
2016-04-04	13	29.55
2016-04-04	16	30.19
2016-04-04	24	25.96
2016-04-05	4	12.13
2016-04-05	12	23.69
2016-04-05	17	21.69
2016-04-05	18	21.69
2016-04-05	22	28
2016-04-05	6	12.4
2016-04-05	9	23.25
2016-04-05	10	26.1
2016-04-05	11	26
2016-04-05	13	23.81
2016-04-05	16	22.69
2016-04-05	24	23.75
2016-04-05	3	15
2016-04-05	5	12
2016-04-05	7	16.8
2016-04-05	14	25.94
2016-04-05	15	23.25
2016-04-05	19	20.57
2016-04-05	20	23.25
2016-04-05	21	29.69
2016-04-05	23	25.32
2016-04-05	1	21.39
2016-04-05	2	18.1
2016-04-05	8	20.98
2016-04-06	1	23.44
2016-04-06	2	20.47
2016-04-06	8	32.97
2016-04-06	3	19.06
2016-04-06	5	19.02
2016-04-06	7	26
2016-04-06	14	31
2016-04-06	15	29.97
2016-04-06	19	23.79
2016-04-06	20	26.71
2016-04-06	21	29.95
2016-04-06	23	30.25
2016-04-06	6	20
2016-04-06	9	37.38
2016-04-06	10	39.01
2016-04-06	11	35.17
2016-04-06	13	31.24
2016-04-06	16	29.2
2016-04-06	24	28.09
2016-04-06	4	18.95
2016-04-06	12	32.9
2016-04-06	17	26.14
2016-04-06	18	25
2016-04-06	22	31.49
2016-04-07	3	13.97
2016-04-07	5	13.49
2016-04-07	7	21.75
2016-04-07	14	24.44
2016-04-07	15	22.57
2016-04-07	19	20.43
2016-04-07	20	22
2016-04-07	21	25.29
2016-04-07	23	26.14
2016-04-07	1	21
2016-04-07	2	16
2016-04-07	8	28
2016-04-07	4	13.05
2016-04-07	12	27.1
2016-04-07	17	21.94
2016-04-07	18	21.39
2016-04-07	22	28.69
2016-04-07	6	17.37
2016-04-07	9	30.75
2016-04-07	10	30
2016-04-07	11	28.59
2016-04-07	13	26.14
2016-04-07	16	21.86
2016-04-07	24	23.69
2016-04-08	3	17
2016-04-08	5	15.69
2016-04-08	7	20.15
2016-04-08	14	20.31
2016-04-08	15	19.12
2016-04-08	19	17.32
2016-04-08	20	20.1
2016-04-08	21	23.89
2016-04-08	23	27
2016-04-08	1	20.21
2016-04-08	2	19.12
2016-04-08	8	22.07
2016-04-08	4	16.19
2016-04-08	12	22
2016-04-08	17	17.3
2016-04-08	18	16.54
2016-04-08	22	30.3
2016-04-08	6	16.54
2016-04-08	9	25.43
2016-04-08	10	25.94
2016-04-08	11	23.89
2016-04-08	13	21.96
2016-04-08	16	18.92
2016-04-08	24	26.03
2016-04-09	3	17.69
2016-04-09	5	13.69
2016-04-09	7	15
2016-04-09	14	17.69
2016-04-09	15	16.5
2016-04-09	19	14.01
2016-04-09	20	15.69
2016-04-09	21	21.6
2016-04-09	23	27.44
2016-04-09	1	19.75
2016-04-09	2	15.69
2016-04-09	8	17.69
2016-04-09	4	14.79
2016-04-09	12	19.5
2016-04-09	17	12.69
2016-04-09	18	12.69
2016-04-09	22	29.56
2016-04-09	6	13
2016-04-09	9	18.29
2016-04-09	10	20.5
2016-04-09	11	20.69
2016-04-09	13	18.09
2016-04-09	16	13.74
2016-04-09	24	22
2016-04-10	6	5.96
2016-04-10	9	5.4
2016-04-10	10	6.4
2016-04-10	11	7.49
2016-04-10	13	6.5
2016-04-10	16	4.5
2016-04-10	24	14.89
2016-04-10	4	6.5
2016-04-10	12	7.69
2016-04-10	17	4
2016-04-10	18	4
2016-04-10	22	23
2016-04-10	1	15.09
2016-04-10	2	10
2016-04-10	8	5.4
2016-04-10	3	7.69
2016-04-10	5	6.2
2016-04-10	7	5.69
2016-04-10	14	6.5
2016-04-10	15	6.4
2016-04-10	19	5
2016-04-10	20	7.5
2016-04-10	21	10.96
2016-04-10	23	21.84
2016-04-11	3	8
2016-04-11	5	8.19
2016-04-11	7	11.9
2016-04-11	14	20
2016-04-11	15	18.5
2016-04-11	19	16.69
2016-04-11	20	19.01
2016-04-11	21	25.01
2016-04-11	23	27.86
2016-04-11	1	10.5
2016-04-11	2	9
2016-04-11	8	19
2016-04-11	4	8.19
2016-04-11	12	21
2016-04-11	17	15
2016-04-11	18	15.69
2016-04-11	22	31.49
2016-04-11	6	9
2016-04-11	9	21.25
2016-04-11	10	25.68
2016-04-11	11	23.69
2016-04-11	13	20.69
2016-04-11	16	15.5
2016-04-11	24	20
2016-04-12	4	13.9
2016-04-12	12	22.09
2016-04-12	17	17.15
2016-04-12	18	19.53
2016-04-12	22	32.24
2016-04-12	6	15.69
2016-04-12	9	32.13
2016-04-12	10	32.13
2016-04-12	11	26
2016-04-12	13	21.2
2016-04-12	16	19
2016-04-12	24	20.25
2016-04-12	3	15
2016-04-12	5	13.8
2016-04-12	7	20
2016-04-12	14	20.8
2016-04-12	15	20.4
2016-04-12	19	19.9
2016-04-12	20	20.4
2016-04-12	21	23.69
2016-04-12	23	25
2016-04-12	1	20.69
2016-04-12	2	19.75
2016-04-12	8	25
2016-04-13	1	21.11
2016-04-13	2	19.5
2016-04-13	3	18.69
2016-04-13	4	17.9
2016-04-13	5	17.8
2016-04-13	6	18.69
2016-04-13	7	19.52
2016-04-13	8	22.29
2016-04-13	9	27.75
2016-04-13	10	28
2016-04-13	11	25.69
2016-04-13	12	23.69
2016-04-13	13	22.29
2016-04-13	14	21.81
2016-04-13	15	20.01
2016-04-13	16	19.52
2016-04-13	17	19.69
2016-04-13	18	20
2016-04-13	19	20.69
2016-04-13	20	22
2016-04-13	21	28.4
2016-04-13	22	31.31
2016-04-13	23	28
2016-04-13	24	22.09
2016-04-14	4	19.53
2016-04-14	12	27.53
2016-04-14	17	23.22
2016-04-14	18	24.2
2016-04-14	22	31.53
2016-04-14	6	19.2
2016-04-14	9	28.33
2016-04-14	10	28.55
2016-04-14	11	28.22
2016-04-14	13	26.4
2016-04-14	16	23.44
2016-04-14	24	27.53
2016-04-14	3	20.68
2016-04-14	5	19.18
2016-04-14	7	20.68
2016-04-14	14	25.05
2016-04-14	15	23.83
2016-04-14	19	27.25
2016-04-14	20	28.33
2016-04-14	21	31.38
2016-04-14	23	28.33
2016-04-14	1	25.12
2016-04-14	2	21.93
2016-04-14	8	24
2016-04-15	1	24.39
2016-04-15	2	21.5
2016-04-15	3	20.69
2016-04-15	4	20.45
2016-04-15	5	20.34
2016-04-15	6	21.08
2016-04-15	7	25
2016-04-15	8	31.69
2016-04-15	9	34.7
2016-04-15	10	34.01
2016-04-15	11	30.98
2016-04-15	12	29.96
2016-04-15	13	28
2016-04-15	14	25.73
2016-04-15	15	23.19
2016-04-15	16	21.74
2016-04-15	17	21.32
2016-04-15	18	21.49
2016-04-15	19	22.73
2016-04-15	20	23.37
2016-04-15	21	26
2016-04-15	22	26.42
2016-04-15	23	25
2016-04-15	24	24.69
2016-04-16	1	21.3
2016-04-16	2	19.33
2016-04-16	3	18.1
2016-04-16	4	17.4
2016-04-16	5	17.19
2016-04-16	6	17.19
2016-04-16	7	18.19
2016-04-16	8	18
2016-04-16	9	18.95
2016-04-16	10	20.15
2016-04-16	11	19.8
2016-04-16	12	19.21
2016-04-16	13	18.34
2016-04-16	14	15.67
2016-04-16	15	14.69
2016-04-16	16	13.66
2016-04-16	17	12.69
2016-04-16	18	14.26
2016-04-16	19	17.69
2016-04-16	20	19.8
2016-04-16	21	23.7
2016-04-16	22	24.31
2016-04-16	23	23.94
2016-04-16	24	21.25
2016-04-17	6	14.57
2016-04-17	9	16.69
2016-04-17	10	18.69
2016-04-17	11	18.69
2016-04-17	13	18.5
2016-04-17	16	13.58
2016-04-17	24	27.25
2016-04-17	4	15.13
2016-04-17	12	18.94
2016-04-17	17	12.26
2016-04-17	18	14.8
2016-04-17	22	42.69
2016-04-17	1	19.33
2016-04-17	2	17.74
2016-04-17	8	14.9
2016-04-17	3	15.85
2016-04-17	5	15.15
2016-04-17	7	14.8
2016-04-17	14	16.86
2016-04-17	15	14.89
2016-04-17	19	17.65
2016-04-17	20	21.19
2016-04-17	21	26.4
2016-04-17	23	32.24
2016-04-18	1	23.72
2016-04-18	2	20.9
2016-04-18	3	19.7
2016-04-18	4	18.9
2016-04-18	5	19
2016-04-18	6	20.6
2016-04-18	7	27.5
2016-04-18	8	37.06
2016-04-18	9	39.74
2016-04-18	10	41.51
2016-04-18	11	32.24
2016-04-18	12	29.71
2016-04-18	13	28.03
2016-04-18	14	26.74
