fecha	hora	prev_demanda
2015-10-01	20	29926
2015-10-01	21	32334
2015-10-01	22	31923
2015-10-01	23	28718
2015-10-01	24	26252
2015-10-02	1	24852
2015-10-02	2	23510
2015-10-02	3	22581
2015-10-02	4	22145
2015-10-02	5	21991
2015-10-02	6	22381
2015-10-02	7	24313
2015-10-02	8	27892
2015-10-02	9	29427
2015-10-02	10	29959
2015-10-02	11	30524
2015-10-02	12	31014
2015-10-02	13	31460
2015-10-02	14	31294
2015-10-02	15	30278
2015-10-02	16	29732
2015-10-02	17	29534
2015-10-02	18	29560
2015-10-02	19	29298
2015-10-02	20	29401
2015-10-02	21	31530
2015-10-02	22	31135
2015-10-02	23	28043
2015-10-02	24	25923
2015-10-03	1	24911
2015-10-03	2	23595
2015-10-03	3	22502
2015-10-03	4	21702
2015-10-03	5	21396
2015-10-03	6	21239
2015-10-03	7	21603
2015-10-03	8	22785
2015-10-03	9	23607
2015-10-03	10	25607
2015-10-03	11	27289
2015-10-03	12	27672
2015-10-03	13	27800
2015-10-03	14	27836
2015-10-03	15	27084
2015-10-03	16	25827
2015-10-03	17	25217
2015-10-03	18	24911
2015-10-03	19	24974
2015-10-03	20	25504
2015-10-03	21	27850
2015-10-03	22	28090
2015-10-03	23	25967
2015-10-03	24	24338
2015-10-04	1	22713
2015-10-04	2	21437
2015-10-04	3	20459
2015-10-04	4	19815
2015-10-04	5	19533
2015-10-04	6	19563
2015-10-04	7	19783
2015-10-04	8	20436
2015-10-04	9	20510
2015-10-04	10	22034
2015-10-04	11	23745
2015-10-04	12	24701
2015-10-04	13	25114
2015-10-04	14	25550
2015-10-04	15	25514
2015-10-04	16	24391
2015-10-04	17	23592
2015-10-04	18	23327
2015-10-04	19	23566
2015-10-04	20	24192
2015-10-04	21	26978
2015-10-04	22	27995
2015-10-04	23	26555
2015-10-04	24	24710
2015-10-05	1	22845
2015-10-05	2	21850
2015-10-05	3	21021
2015-10-05	4	20671
2015-10-05	5	20704
2015-10-05	6	21260
2015-10-05	7	23711
2015-10-05	8	27507
2015-10-05	9	29416
2015-10-05	10	30421
2015-10-05	11	31680
2015-10-05	12	32060
2015-10-05	13	32606
2015-10-05	14	32680
2015-10-05	15	31457
2015-10-05	16	30727
2015-10-05	17	30598
2015-10-05	18	30436
2015-10-05	19	30345
2015-10-05	20	30785
2015-10-05	21	32955
2015-10-05	22	32435
2015-10-05	23	29260
2015-10-05	24	26632
2015-10-06	1	25275
2015-10-06	2	23927
2015-10-06	3	23116
2015-10-06	4	22744
2015-10-06	5	22392
2015-10-06	6	22811
2015-10-06	7	24735
2015-10-06	8	28336
2015-10-06	9	30058
2015-10-06	10	30748
2015-10-06	11	31391
2015-10-06	12	31837
2015-10-06	13	32312
2015-10-06	14	32225
2015-10-06	15	31107
2015-10-06	16	30690
2015-10-06	17	30659
2015-10-06	18	30727
2015-10-06	19	30463
2015-10-06	20	30797
2015-10-06	21	33236
2015-10-06	22	32183
2015-10-06	23	29088
2015-10-06	24	26277
2015-10-07	1	24961
2015-10-07	2	23715
2015-10-07	3	22904
2015-10-07	4	22498
2015-10-07	5	22270
2015-10-07	6	22683
2015-10-07	7	24555
2015-10-07	8	28223
2015-10-07	9	29866
2015-10-07	10	30564
2015-10-07	11	31232
2015-10-07	12	31448
2015-10-07	13	31862
2015-10-07	14	31805
2015-10-07	15	30644
2015-10-07	16	29845
2015-10-07	17	29845
2015-10-07	18	29908
2015-10-07	19	29759
2015-10-07	20	30115
2015-10-07	21	32545
2015-10-07	22	31275
2015-10-07	23	28101
2015-10-07	24	25567
2015-10-08	1	24452
2015-10-08	2	22938
2015-10-08	3	22281
2015-10-08	4	21973
2015-10-08	5	21890
2015-10-08	6	22270
2015-10-08	7	24158
2015-10-08	8	27825
2015-10-08	9	29548
2015-10-08	10	30058
2015-10-08	11	30674
2015-10-08	12	30847
2015-10-08	13	31169
2015-10-08	14	31051
2015-10-08	15	29923
2015-10-08	16	29608
2015-10-08	17	29319
2015-10-08	18	29407
2015-10-08	19	29219
2015-10-08	20	29705
2015-10-08	21	32199
2015-10-08	22	31272
2015-10-08	23	28206
2015-10-08	24	25760
2015-10-09	1	24421
2015-10-09	2	23095
2015-10-09	3	22287
2015-10-09	4	21925
2015-10-09	5	21811
2015-10-09	6	22134
2015-10-09	7	24016
2015-10-09	8	27187
2015-10-09	9	28897
2015-10-09	10	29628
2015-10-09	11	30296
2015-10-09	12	30736
2015-10-09	13	30995
2015-10-09	14	30927
2015-10-09	15	29747
2015-10-09	16	28615
2015-10-09	17	28130
2015-10-09	18	28040
2015-10-09	19	27939
2015-10-09	20	28495
2015-10-09	21	30779
2015-10-09	22	30103
2015-10-09	23	27375
2015-10-09	24	25212
2015-10-10	1	24149
2015-10-10	2	22934
2015-10-10	3	21855
2015-10-10	4	21364
2015-10-10	5	21228
2015-10-10	6	21109
2015-10-10	7	21491
2015-10-10	8	22629
2015-10-10	9	23585
2015-10-10	10	25392
2015-10-10	11	26750
2015-10-10	12	26913
2015-10-10	13	26854
2015-10-10	14	26935
2015-10-10	15	26199
2015-10-10	16	25094
2015-10-10	17	24377
2015-10-10	18	24134
2015-10-10	19	24211
2015-10-10	20	24956
2015-10-10	21	27529
2015-10-10	22	27606
2015-10-10	23	25879
2015-10-10	24	24098
2015-10-11	1	22615
2015-10-11	2	21281
2015-10-11	3	20371
2015-10-11	4	19773
2015-10-11	5	19465
2015-10-11	6	19337
2015-10-11	7	19612
2015-10-11	8	20209
2015-10-11	9	20383
2015-10-11	10	21728
2015-10-11	11	23125
2015-10-11	12	24004
2015-10-11	13	24291
2015-10-11	14	24631
2015-10-11	15	24514
2015-10-11	16	23493
2015-10-11	17	22747
2015-10-11	18	22575
2015-10-11	19	22893
2015-10-11	20	24127
2015-10-11	21	27048
2015-10-11	22	26644
2015-10-11	23	25853
2015-10-11	24	23725
2015-10-12	1	22328
2015-10-12	2	21188
2015-10-12	3	20220
2015-10-12	4	19794
2015-10-12	5	19568
2015-10-12	6	19583
2015-10-12	7	19932
2015-10-12	8	20605
2015-10-12	9	20772
2015-10-12	10	22194
2015-10-12	11	24033
2015-10-12	12	25099
2015-10-12	13	25331
2015-10-12	14	25678
2015-10-12	15	25458
2015-10-12	16	24139
2015-10-12	17	23346
2015-10-12	18	23107
2015-10-12	19	23376
2015-10-12	20	24572
2015-10-12	21	27452
2015-10-12	22	27689
2015-10-12	23	25962
2015-10-12	24	23961
2015-10-13	1	22556
2015-10-13	2	21169
2015-10-13	3	20467
2015-10-13	4	20076
2015-10-13	5	20066
2015-10-13	6	20632
2015-10-13	7	23033
2015-10-13	8	27119
2015-10-13	9	29494
2015-10-13	10	30143
2015-10-13	11	30830
2015-10-13	12	31104
2015-10-13	13	31420
2015-10-13	14	31322
2015-10-13	15	30115
2015-10-13	16	29322
2015-10-13	17	29007
2015-10-13	18	29024
2015-10-13	19	28827
2015-10-13	20	29531
2015-10-13	21	32109
2015-10-13	22	31082
2015-10-13	23	28065
2015-10-13	24	25670
2015-10-14	1	24207
2015-10-14	2	22991
2015-10-14	3	21912
2015-10-14	4	21570
2015-10-14	5	21741
2015-10-14	6	22247
2015-10-14	7	24199
2015-10-14	8	27816
2015-10-14	9	29448
2015-10-14	10	30148
2015-10-14	11	30828
2015-10-14	12	31107
2015-10-14	13	31413
2015-10-14	14	31347
2015-10-14	15	30172
2015-10-14	16	29278
2015-10-14	17	29108
2015-10-14	18	29047
2015-10-14	19	28934
2015-10-14	20	29813
2015-10-14	21	32260
2015-10-14	22	31391
2015-10-14	23	28279
2015-10-14	24	25868
2015-10-15	1	24455
2015-10-15	2	23031
2015-10-15	3	22214
2015-10-15	4	21899
2015-10-15	5	21912
2015-10-15	6	22252
2015-10-15	7	24151
2015-10-15	8	27992
2015-10-15	9	30073
2015-10-15	10	30693
2015-10-15	11	31235
2015-10-15	12	30973
2015-10-15	13	31169
2015-10-15	14	30915
2015-10-15	15	29759
2015-10-15	16	29050
2015-10-15	17	28830
2015-10-15	18	28949
2015-10-15	19	28845
2015-10-15	20	29720
2015-10-15	21	32344
2015-10-15	22	31583
2015-10-15	23	28478
2015-10-15	24	25931
2015-10-16	1	24509
2015-10-16	2	23121
2015-10-16	3	22185
2015-10-16	4	21761
2015-10-16	5	21713
2015-10-16	6	22094
2015-10-16	7	24026
2015-10-16	8	27764
2015-10-16	9	30127
2015-10-16	10	30736
2015-10-16	11	31307
2015-10-16	12	31376
2015-10-16	13	31552
2015-10-16	14	31473
2015-10-16	15	30257
2015-10-16	16	29430
2015-10-16	17	28825
2015-10-16	18	28727
2015-10-16	19	28484
2015-10-16	20	29419
2015-10-16	21	31691
2015-10-16	22	30782
2015-10-16	23	27939
2015-10-16	24	25863
2015-10-17	1	24279
2015-10-17	2	22852
2015-10-17	3	22013
2015-10-17	4	21399
2015-10-17	5	21082
2015-10-17	6	20973
2015-10-17	7	21448
2015-10-17	8	22909
2015-10-17	9	24083
2015-10-17	10	25814
2015-10-17	11	27230
2015-10-17	12	27694
2015-10-17	13	27600
2015-10-17	14	27509
2015-10-17	15	26766
2015-10-17	16	25534
2015-10-17	17	24691
2015-10-17	18	24399
2015-10-17	19	24491
2015-10-17	20	25701
2015-10-17	21	28001
2015-10-17	22	27864
2015-10-17	23	25918
2015-10-17	24	24100
2015-10-18	1	22505
2015-10-18	2	21107
2015-10-18	3	20134
2015-10-18	4	19598
2015-10-18	5	19387
2015-10-18	6	19349
2015-10-18	7	19684
2015-10-18	8	20623
2015-10-18	9	20987
2015-10-18	10	22299
2015-10-18	11	23711
2015-10-18	12	24345
2015-10-18	13	24604
2015-10-18	14	24939
2015-10-18	15	24824
2015-10-18	16	23661
2015-10-18	17	22971
2015-10-18	18	22679
2015-10-18	19	22966
2015-10-18	20	24619
2015-10-18	21	27189
2015-10-18	22	27496
2015-10-18	23	26231
2015-10-18	24	24450
2015-10-19	1	22595
2015-10-19	2	21175
2015-10-19	3	20361
2015-10-19	4	20084
2015-10-19	5	20229
2015-10-19	6	20841
2015-10-19	7	23355
2015-10-19	8	27465
2015-10-19	9	29917
2015-10-19	10	30616
2015-10-19	11	31470
2015-10-19	12	31729
2015-10-19	13	31993
2015-10-19	14	31812
2015-10-19	15	30604
2015-10-19	16	29628
2015-10-19	17	29342
2015-10-19	18	29433
2015-10-19	19	29563
2015-10-19	20	30862
2015-10-19	21	32843
2015-10-19	22	31789
2015-10-19	23	28541
2015-10-19	24	26011
2015-10-20	1	24343
2015-10-20	2	22950
2015-10-20	3	22190
2015-10-20	4	21923
2015-10-20	5	21794
2015-10-20	6	22210
2015-10-20	7	24272
2015-10-20	8	28037
2015-10-20	9	30052
2015-10-20	10	30638
2015-10-20	11	31407
2015-10-20	12	31492
2015-10-20	13	31837
2015-10-20	14	31710
2015-10-20	15	30473
2015-10-20	16	29720
2015-10-20	17	29451
2015-10-20	18	29507
2015-10-20	19	29454
2015-10-20	20	30853
2015-10-20	21	32908
2015-10-20	22	31968
2015-10-20	23	28905
2015-10-20	24	26236
2015-10-21	1	24599
2015-10-21	2	23148
2015-10-21	3	22261
2015-10-21	4	22033
2015-10-21	5	21748
2015-10-21	6	22156
2015-10-21	7	24231
2015-10-21	8	27964
2015-10-21	9	30275
2015-10-21	10	30656
2015-10-21	11	31385
2015-10-21	12	31501
2015-10-21	13	31780
2015-10-21	14	31536
2015-10-21	15	30057
2015-10-21	16	29251
2015-10-21	17	29088
2015-10-21	18	29091
2015-10-21	19	29202
2015-10-21	20	30674
2015-10-21	21	32951
2015-10-21	22	31939
2015-10-21	23	28770
2015-10-21	24	26344
2015-10-22	1	24765
2015-10-22	2	23206
2015-10-22	3	22453
2015-10-22	4	22046
2015-10-22	5	21807
2015-10-22	6	22223
2015-10-22	7	24245
2015-10-22	8	28009
2015-10-22	9	30339
2015-10-22	10	30616
2015-10-22	11	31091
2015-10-22	12	31244
2015-10-22	13	31401
2015-10-22	14	31222
2015-10-22	15	30007
2015-10-22	16	29208
2015-10-22	17	28989
2015-10-22	18	29068
2015-10-22	19	28955
2015-10-22	20	30470
2015-10-22	21	32705
2015-10-22	22	31650
2015-10-22	23	28569
2015-10-22	24	26068
2015-10-23	1	24550
2015-10-23	2	23174
2015-10-23	3	22337
2015-10-23	4	21899
2015-10-23	5	21744
2015-10-23	6	22165
2015-10-23	7	24112
2015-10-23	8	27931
2015-10-23	9	30333
2015-10-23	10	30782
2015-10-23	11	31191
2015-10-23	12	31501
2015-10-23	13	31609
2015-10-23	14	31398
2015-10-23	15	30239
2015-10-23	16	29199
2015-10-23	17	28825
2015-10-23	18	28684
2015-10-23	19	28615
2015-10-23	20	30121
2015-10-23	21	31824
2015-10-23	22	30921
2015-10-23	23	28037
2015-10-23	24	26003
2015-10-24	1	24514
2015-10-24	2	23042
2015-10-24	3	21971
2015-10-24	4	21381
2015-10-24	5	21006
2015-10-24	6	20874
2015-10-24	7	21354
2015-10-24	8	22955
2015-10-24	9	24406
2015-10-24	10	25861
2015-10-24	11	27184
2015-10-24	12	27487
2015-10-24	13	27397
2015-10-24	14	27323
2015-10-24	15	26547
2015-10-24	16	25247
2015-10-24	17	24479
2015-10-24	18	24325
2015-10-24	19	24654
2015-10-24	20	26492
2015-10-24	21	28359
2015-10-24	22	28180
2015-10-24	23	26157
2015-10-24	24	24391
2015-10-25	1	22774
2015-10-25	2	21315
2015-10-25	3	20571
2015-10-25	4	19764
2015-10-25	5	19604
2015-10-25	6	19543
2015-10-25	7	19420
2015-10-25	8	19793
2015-10-25	9	19823
2015-10-25	10	21057
2015-10-25	11	22274
2015-10-25	12	23402
2015-10-25	13	24153
2015-10-25	14	24408
2015-10-25	15	24728
2015-10-25	16	24558
2015-10-25	17	23348
2015-10-25	18	22575
2015-10-25	19	22261
2015-10-25	20	24639
2015-10-25	21	26614
2015-10-25	22	27342
2015-10-25	23	26959
2015-10-25	24	25488
2015-10-25	25	24284
2015-10-26	1	22577
2015-10-26	2	20683
2015-10-26	3	20014
2015-10-26	4	20024
2015-10-26	5	20084
2015-10-26	6	20752
2015-10-26	7	23416
2015-10-26	8	26444
2015-10-26	9	29140
2015-10-26	10	30800
2015-10-26	11	30871
2015-10-26	12	30819
2015-10-26	13	30930
2015-10-26	14	30736
2015-10-26	15	29525
2015-10-26	16	28793
2015-10-26	17	28509
2015-10-26	18	28804
2015-10-26	19	31498
2015-10-26	20	32938
2015-10-26	21	33816
2015-10-26	22	31247
2015-10-26	23	28429
2015-10-26	24	25483
2015-10-27	1	23863
2015-10-27	2	22593
2015-10-27	3	21894
2015-10-27	4	21698
2015-10-27	5	21748
2015-10-27	6	22161
2015-10-27	7	24391
2015-10-27	8	27531
2015-10-27	9	29711
2015-10-27	10	30893
2015-10-27	11	31303
2015-10-27	12	31555
2015-10-27	13	31786
2015-10-27	14	31637
2015-10-27	15	30463
2015-10-27	16	29774
2015-10-27	17	29483
2015-10-27	18	29542
2015-10-27	19	31388
2015-10-27	20	32889
2015-10-27	21	33269
2015-10-27	22	31413
2015-10-27	23	28504
2015-10-27	24	25894
2015-10-28	1	24194
2015-10-28	2	22829
2015-10-28	3	22033
2015-10-28	4	21783
2015-10-28	5	21726
2015-10-28	6	22190
2015-10-28	7	24374
2015-10-28	8	27587
2015-10-28	9	29932
2015-10-28	10	31079
2015-10-28	11	31235
2015-10-28	12	31360
2015-10-28	13	31605
2015-10-28	14	31376
2015-10-28	15	30200
2015-10-28	16	29161
2015-10-28	17	29021
2015-10-28	18	29216
2015-10-28	19	30939
2015-10-28	20	32419
2015-10-28	21	33037
2015-10-28	22	31350
2015-10-28	23	28601
2015-10-28	24	25923
2015-10-29	1	24323
2015-10-29	2	22936
2015-10-29	3	22086
2015-10-29	4	21787
2015-10-29	5	21757
2015-10-29	6	22145
2015-10-29	7	24308
2015-10-29	8	27375
2015-10-29	9	29392
2015-10-29	10	30668
2015-10-29	11	31163
2015-10-29	12	31335
2015-10-29	13	31438
2015-10-29	14	31319
2015-10-29	15	30254
2015-10-29	16	29652
2015-10-29	17	29472
2015-10-29	18	29696
2015-10-29	19	31621
2015-10-29	20	33143
2015-10-29	21	33312
2015-10-29	22	31710
2015-10-29	23	28753
2015-10-29	24	26029
2015-10-30	1	24357
2015-10-30	2	22948
2015-10-30	3	22119
2015-10-30	4	21737
2015-10-30	5	21607
2015-10-30	6	22143
2015-10-30	7	24450
2015-10-30	8	27830
2015-10-30	9	30049
2015-10-30	10	31063
2015-10-30	11	31426
2015-10-30	12	31640
2015-10-30	13	31805
2015-10-30	14	31564
2015-10-30	15	30363
2015-10-30	16	29319
2015-10-30	17	29001
2015-10-30	18	29152
2015-10-30	19	31113
2015-10-30	20	32513
2015-10-30	21	32231
2015-10-30	22	30859
2015-10-30	23	28234
2015-10-30	24	26053
2015-10-31	1	24597
2015-10-31	2	23172
2015-10-31	3	22002
2015-10-31	4	21384
2015-10-31	5	21128
2015-10-31	6	21048
2015-10-31	7	21661
2015-10-31	8	22493
2015-10-31	9	23564
2015-10-31	10	25729
2015-10-31	11	27103
2015-10-31	12	27600
2015-10-31	13	27523
2015-10-31	14	27518
2015-10-31	15	26905
2015-10-31	16	25657
2015-10-31	17	24815
2015-10-31	18	24773
2015-10-31	19	26736
2015-10-31	20	28274
2015-10-31	21	28393
2015-10-31	22	27808
2015-10-31	23	26040
2015-10-31	24	24197
2015-11-01	1	22654
2015-11-01	2	21215
2015-11-01	3	20177
2015-11-01	4	19623
2015-11-01	5	19453
2015-11-01	6	19430
2015-11-01	7	19825
2015-11-01	8	19976
2015-11-01	9	20215
2015-11-01	10	22077
2015-11-01	11	23680
2015-11-01	12	24243
2015-11-01	13	24474
2015-11-01	14	24867
2015-11-01	15	24743
2015-11-01	16	23424
2015-11-01	17	22731
2015-11-01	18	22884
2015-11-01	19	24782
2015-11-01	20	26781
2015-11-01	21	27127
2015-11-01	22	27236
2015-11-01	23	25913
2015-11-01	24	23770
2015-11-02	1	22343
2015-11-02	2	21025
2015-11-02	3	20107
2015-11-02	4	19896
2015-11-02	5	19815
2015-11-02	6	20278
2015-11-02	7	22400
2015-11-02	8	25126
2015-11-02	9	26676
2015-11-02	10	28197
2015-11-02	11	29433
2015-11-02	12	29998
2015-11-02	13	30070
2015-11-02	14	30351
2015-11-02	15	29599
2015-11-02	16	28518
2015-11-02	17	28234
2015-11-02	18	28367
2015-11-02	19	30460
2015-11-02	20	31558
2015-11-02	21	31316
2015-11-02	22	30442
2015-11-02	23	27978
2015-11-02	24	25417
2015-11-03	1	23571
2015-11-03	2	22156
2015-11-03	3	21285
2015-11-03	4	21029
2015-11-03	5	21226
2015-11-03	6	21872
2015-11-03	7	24428
2015-11-03	8	28169
2015-11-03	9	30736
2015-11-03	10	31719
2015-11-03	11	32357
2015-11-03	12	32793
2015-11-03	13	33136
2015-11-03	14	33021
2015-11-03	15	31878
2015-11-03	16	30345
2015-11-03	17	30049
2015-11-03	18	30418
2015-11-03	19	32102
2015-11-03	20	33123
2015-11-03	21	32876
2015-11-03	22	31726
2015-11-03	23	28776
2015-11-03	24	26100
2015-11-04	1	24553
2015-11-04	2	23185
2015-11-04	3	22218
2015-11-04	4	21881
2015-11-04	5	21927
2015-11-04	6	22554
2015-11-04	7	24740
2015-11-04	8	27934
2015-11-04	9	29920
2015-11-04	10	30980
2015-11-04	11	31669
2015-11-04	12	31968
2015-11-04	13	32067
2015-11-04	14	31990
2015-11-04	15	30884
2015-11-04	16	30209
2015-11-04	17	29941
2015-11-04	18	30188
2015-11-04	19	32170
2015-11-04	20	33073
2015-11-04	21	33073
2015-11-04	22	31859
2015-11-04	23	28960
2015-11-04	24	26367
2015-11-05	1	24668
2015-11-05	2	23188
2015-11-05	3	22290
2015-11-05	4	21949
2015-11-05	5	21868
2015-11-05	6	22314
2015-11-05	7	24516
2015-11-05	8	27908
2015-11-05	9	30025
2015-11-05	10	31051
2015-11-05	11	31158
2015-11-05	12	31659
2015-11-05	13	31640
2015-11-05	14	31564
2015-11-05	15	30296
2015-11-05	16	29720
2015-11-05	17	29519
2015-11-05	18	29995
2015-11-05	19	32051
2015-11-05	20	33040
2015-11-05	21	32902
2015-11-05	22	31672
2015-11-05	23	28888
2015-11-05	24	26262
2015-11-06	1	24585
2015-11-06	2	23183
2015-11-06	3	22223
2015-11-06	4	21820
2015-11-06	5	21785
2015-11-06	6	22230
2015-11-06	7	24403
2015-11-06	8	27822
2015-11-06	9	29896
2015-11-06	10	30908
2015-11-06	11	31316
2015-11-06	12	31590
2015-11-06	13	31656
2015-11-06	14	31420
2015-11-06	15	30290
2015-11-06	16	29351
2015-11-06	17	28978
2015-11-06	18	29202
2015-11-06	19	31354
2015-11-06	20	32247
2015-11-06	21	31853
2015-11-06	22	30893
2015-11-06	23	28381
2015-11-06	24	26071
2015-11-07	1	24710
2015-11-07	2	23139
2015-11-07	3	21964
2015-11-07	4	21349
2015-11-07	5	21107
2015-11-07	6	21034
2015-11-07	7	21722
2015-11-07	8	22827
2015-11-07	9	23882
2015-11-07	10	26055
2015-11-07	11	27509
2015-11-07	12	27479
2015-11-07	13	27397
2015-11-07	14	27468
2015-11-07	15	26793
2015-11-07	16	25591
2015-11-07	17	24802
2015-11-07	18	24854
2015-11-07	19	26957
2015-11-07	20	28135
2015-11-07	21	28341
2015-11-07	22	28020
2015-11-07	23	26299
2015-11-07	24	24460
2015-11-08	1	22710
2015-11-08	2	21213
2015-11-08	3	20213
2015-11-08	4	19682
2015-11-08	5	19471
2015-11-08	6	19399
2015-11-08	7	19645
2015-11-08	8	19994
2015-11-08	9	20414
2015-11-08	10	22274
2015-11-08	11	23566
2015-11-08	12	24644
2015-11-08	13	24772
2015-11-08	14	25149
2015-11-08	15	24909
2015-11-08	16	23744
2015-11-08	17	23123
2015-11-08	18	23155
2015-11-08	19	25404
2015-11-08	20	26830
2015-11-08	21	27369
2015-11-08	22	27277
2015-11-08	23	26176
2015-11-08	24	24132
2015-11-09	1	22307
2015-11-09	2	21044
2015-11-09	3	20410
2015-11-09	4	20114
2015-11-09	5	20215
2015-11-09	6	21063
2015-11-09	7	23505
2015-11-09	8	27092
2015-11-09	9	29269
2015-11-09	10	30251
2015-11-09	11	30865
2015-11-09	12	30397
2015-11-09	13	30528
2015-11-09	14	30433
2015-11-09	15	29339
2015-11-09	16	28481
2015-11-09	17	28118
2015-11-09	18	28447
2015-11-09	19	30641
2015-11-09	20	31761
2015-11-09	21	31808
2015-11-09	22	31154
2015-11-09	23	28404
2015-11-09	24	25760
2015-11-10	1	24153
2015-11-10	2	22667
2015-11-10	3	21818
2015-11-10	4	21411
2015-11-10	5	21486
2015-11-10	6	21892
2015-11-10	7	24057
2015-11-10	8	27496
2015-11-10	9	29513
2015-11-10	10	30506
2015-11-10	11	30850
2015-11-10	12	31135
2015-11-10	13	31329
2015-11-10	14	31110
2015-11-10	15	30109
2015-11-10	16	29519
2015-11-10	17	29257
2015-11-10	18	29593
2015-11-10	19	31885
2015-11-10	20	32928
2015-11-10	21	32889
2015-11-10	22	31847
2015-11-10	23	28871
2015-11-10	24	26084
2015-11-11	1	24182
2015-11-11	2	22781
2015-11-11	3	22066
2015-11-11	4	21718
2015-11-11	5	21776
2015-11-11	6	22437
2015-11-11	7	24588
2015-11-11	8	27970
2015-11-11	9	29932
2015-11-11	10	30865
2015-11-11	11	31244
2015-11-11	12	31354
2015-11-11	13	31536
2015-11-11	14	31479
2015-11-11	15	30200
2015-11-11	16	29566
2015-11-11	17	29304
2015-11-11	18	29711
2015-11-11	19	31926
2015-11-11	20	32964
2015-11-11	21	33050
2015-11-11	22	31827
2015-11-11	23	28897
2015-11-11	24	26246
2015-11-12	1	24499
2015-11-12	2	22946
2015-11-12	3	22141
2015-11-12	4	21866
2015-11-12	5	21840
2015-11-12	6	22310
2015-11-12	7	24386
2015-11-12	8	27920
2015-11-12	9	29824
2015-11-12	10	30797
2015-11-12	11	31138
2015-11-12	12	31435
2015-11-12	13	31476
2015-11-12	14	31319
2015-11-12	15	30275
2015-11-12	16	29578
2015-11-12	17	29457
2015-11-12	18	29851
2015-11-12	19	32173
2015-11-12	20	33160
2015-11-12	21	33150
2015-11-12	22	31965
2015-11-12	23	29111
2015-11-12	24	26370
2015-11-13	1	24745
2015-11-13	2	23121
2015-11-13	3	22301
2015-11-13	4	21872
2015-11-13	5	21960
2015-11-13	6	22478
2015-11-13	7	24622
2015-11-13	8	28401
2015-11-13	9	30233
2015-11-13	10	31113
2015-11-13	11	31761
2015-11-13	12	31936
2015-11-13	13	32064
2015-11-13	14	31984
2015-11-13	15	30816
2015-11-13	16	29780
2015-11-13	17	29328
2015-11-13	18	29661
2015-11-13	19	31888
2015-11-13	20	32636
2015-11-13	21	32241
2015-11-13	22	31001
2015-11-13	23	28472
2015-11-13	24	26225
2015-11-14	1	24916
2015-11-14	2	23299
2015-11-14	3	22178
2015-11-14	4	21607
2015-11-14	5	21369
2015-11-14	6	21251
2015-11-14	7	21792
2015-11-14	8	22731
2015-11-14	9	23837
2015-11-14	10	25977
2015-11-14	11	27342
2015-11-14	12	27474
2015-11-14	13	27260
2015-11-14	14	27257
2015-11-14	15	26553
2015-11-14	16	25399
2015-11-14	17	24560
2015-11-14	18	24696
2015-11-14	19	27089
2015-11-14	20	28209
2015-11-14	21	28435
2015-11-14	22	28085
2015-11-14	23	26417
2015-11-14	24	24526
2015-11-15	1	22881
2015-11-15	2	21396
2015-11-15	3	20247
2015-11-15	4	19598
2015-11-15	5	19405
2015-11-15	6	19473
2015-11-15	7	19892
2015-11-15	8	20479
2015-11-15	9	20870
2015-11-15	10	22581
2015-11-15	11	23815
2015-11-15	12	24226
2015-11-15	13	24272
2015-11-15	14	24604
2015-11-15	15	24374
2015-11-15	16	23197
2015-11-15	17	22575
2015-11-15	18	22719
2015-11-15	19	25227
2015-11-15	20	26670
2015-11-15	21	27474
2015-11-15	22	27733
2015-11-15	23	26691
2015-11-15	24	24585
2015-11-16	1	22738
2015-11-16	2	21296
2015-11-16	3	20539
2015-11-16	4	20215
2015-11-16	5	20481
2015-11-16	6	21048
2015-11-16	7	23543
2015-11-16	8	27479
2015-11-16	9	29830
2015-11-16	10	30998
2015-11-16	11	31875
2015-11-16	12	32118
2015-11-16	13	32041
2015-11-16	14	31827
2015-11-16	15	30819
2015-11-16	16	29965
2015-11-16	17	29771
2015-11-16	18	30384
2015-11-16	19	32843
2015-11-16	20	33816
2015-11-16	21	33667
2015-11-16	22	32428
2015-11-16	23	29386
2015-11-16	24	26571
2015-11-17	1	24649
2015-11-17	2	23204
2015-11-17	3	22303
2015-11-17	4	21993
2015-11-17	5	21942
2015-11-17	6	22457
2015-11-17	7	24701
2015-11-17	8	28555
2015-11-17	9	30390
2015-11-17	10	31272
2015-11-17	11	31761
2015-11-17	12	31840
2015-11-17	13	31917
2015-11-17	14	31770
2015-11-17	15	30644
2015-11-17	16	30061
2015-11-17	17	29896
2015-11-17	18	30485
2015-11-17	19	33040
2015-11-17	20	33809
2015-11-17	21	33870
2015-11-17	22	32787
2015-11-17	23	29842
2015-11-17	24	27016
2015-11-18	1	24909
2015-11-18	2	23395
2015-11-18	3	22502
2015-11-18	4	22170
2015-11-18	5	22086
2015-11-18	6	22561
2015-11-18	7	24844
2015-11-18	8	28839
2015-11-18	9	30868
2015-11-18	10	31780
2015-11-18	11	32318
2015-11-18	12	32464
2015-11-18	13	32373
2015-11-18	14	32160
2015-11-18	15	30936
2015-11-18	16	30257
2015-11-18	17	30040
2015-11-18	18	30635
2015-11-18	19	33120
2015-11-18	20	34067
2015-11-18	21	34159
2015-11-18	22	33054
2015-11-18	23	29998
2015-11-18	24	27277
2015-11-19	1	25157
2015-11-19	2	23517
2015-11-19	3	22613
2015-11-19	4	22159
2015-11-19	5	22198
2015-11-19	6	22667
2015-11-19	7	24889
