fecha	hora	prev_eolica
2016-02-26	7	6491
2016-02-26	8	6428
2016-02-26	9	6525
2016-02-26	10	6451
2016-02-26	11	6971
2016-02-26	12	7712
2016-02-26	13	8639
2016-02-26	14	9001
2016-02-26	15	9897
2016-02-26	16	10293
2016-02-26	17	10455
2016-02-26	18	10440
2016-02-26	19	10020
2016-02-26	20	9616
2016-02-26	21	10754
2016-02-26	22	11124
2016-02-26	23	11444
2016-02-26	24	11642
2016-02-27	1	11424
2016-02-27	2	11101
2016-02-27	3	11044
2016-02-27	4	11396
2016-02-27	5	11645
2016-02-27	6	11773
2016-02-27	7	11806
2016-02-27	8	11603
2016-02-27	9	11484
2016-02-27	10	11855
2016-02-27	11	12315
2016-02-27	12	12690
2016-02-27	13	12665
2016-02-27	14	12584
2016-02-27	15	12781
2016-02-27	16	13155
2016-02-27	17	13316
2016-02-27	18	13175
2016-02-27	19	12983
2016-02-27	20	12609
2016-02-27	21	12681
2016-02-27	22	12515
2016-02-27	23	12724
2016-02-27	24	12629
2016-02-28	1	12102
2016-02-28	2	11922
2016-02-28	3	11753
2016-02-28	4	11239
2016-02-28	5	11437
2016-02-28	6	11530
2016-02-28	7	11200
2016-02-28	8	11309
2016-02-28	9	11241
2016-02-28	10	11091
2016-02-28	11	11362
2016-02-28	12	11426
2016-02-28	13	11086
2016-02-28	14	10818
2016-02-28	15	11077
2016-02-28	16	11950
2016-02-28	17	12133
2016-02-28	18	12029
2016-02-28	19	11901
2016-02-28	20	11950
2016-02-28	21	11775
2016-02-28	22	11666
2016-02-28	23	11867
2016-02-28	24	11733
2016-02-29	1	12038
2016-02-29	2	11926
2016-02-29	3	11557
2016-02-29	4	11436
2016-02-29	5	11574
2016-02-29	6	11223
2016-02-29	7	11741
2016-02-29	8	12080
2016-02-29	9	11958
2016-02-29	10	11991
2016-02-29	11	11878
2016-02-29	12	12415
2016-02-29	13	12690
2016-02-29	14	12417
2016-02-29	15	12466
2016-02-29	16	12461
2016-02-29	17	12350
2016-02-29	18	12255
2016-02-29	19	11882
2016-02-29	20	11511
2016-02-29	21	11485
2016-02-29	22	11023
2016-02-29	23	10503
2016-02-29	24	10102
2016-03-01	1	9742
2016-03-01	2	9330
2016-03-01	3	9054
2016-03-01	4	8762
2016-03-01	5	8478
2016-03-01	6	8462
2016-03-01	7	8435
2016-03-01	8	7922
2016-03-01	9	7489
2016-03-01	10	6819
2016-03-01	11	6408
2016-03-01	12	6252
2016-03-01	13	6303
2016-03-01	14	6566
2016-03-01	15	7142
2016-03-01	16	7490
2016-03-01	17	7512
2016-03-01	18	7710
2016-03-01	19	7375
2016-03-01	20	7486
2016-03-01	21	8010
2016-03-01	22	8399
2016-03-01	23	8343
2016-03-01	24	8627
2016-03-02	1	8593
2016-03-02	2	8629
2016-03-02	3	8555
2016-03-02	4	8344
2016-03-02	5	8325
2016-03-02	6	8386
2016-03-02	7	8620
2016-03-02	8	9178
2016-03-02	9	9296
2016-03-02	10	8724
2016-03-02	11	8401
2016-03-02	12	8671
2016-03-02	13	9653
2016-03-02	14	10866
2016-03-02	15	11999
2016-03-02	16	13169
2016-03-02	17	13361
2016-03-02	18	13243
2016-03-02	19	12712
2016-03-02	20	11855
2016-03-02	21	11895
2016-03-02	22	11678
2016-03-02	23	11283
2016-03-02	24	10571
2016-03-03	1	10082
2016-03-03	2	9658
2016-03-03	3	9209
2016-03-03	4	8871
2016-03-03	5	8473
2016-03-03	6	8183
2016-03-03	7	8186
2016-03-03	8	8005
2016-03-03	9	7782
2016-03-03	10	7285
2016-03-03	11	7057
2016-03-03	12	7200
2016-03-03	13	7774
2016-03-03	14	8914
2016-03-03	15	9748
2016-03-03	16	10024
2016-03-03	17	9780
2016-03-03	18	9519
2016-03-03	19	8928
2016-03-03	20	7800
2016-03-03	21	7439
2016-03-03	22	7160
2016-03-03	23	7153
2016-03-03	24	6896
2016-03-04	1	6920
2016-03-04	2	6532
2016-03-04	3	6468
2016-03-04	4	6711
2016-03-04	5	7043
2016-03-04	6	7108
2016-03-04	7	7597
2016-03-04	8	7596
2016-03-04	9	7972
2016-03-04	10	8160
2016-03-04	11	8582
2016-03-04	12	9590
2016-03-04	13	10737
2016-03-04	14	11830
2016-03-04	15	12680
2016-03-04	16	13649
2016-03-04	17	14243
2016-03-04	18	14329
2016-03-04	19	13880
2016-03-04	20	13410
2016-03-04	21	13283
2016-03-04	22	13341
2016-03-04	23	13014
2016-03-04	24	12986
2016-03-05	1	12724
2016-03-05	2	12756
2016-03-05	3	12787
2016-03-05	4	12568
2016-03-05	5	12419
2016-03-05	6	12226
2016-03-05	7	11888
2016-03-05	8	11624
2016-03-05	9	11086
2016-03-05	10	10897
2016-03-05	11	11794
2016-03-05	12	12661
2016-03-05	13	13084
2016-03-05	14	13379
2016-03-05	15	13473
2016-03-05	16	12562
2016-03-05	17	12713
2016-03-05	18	12369
2016-03-05	19	10948
2016-03-05	20	10739
2016-03-05	21	10563
2016-03-05	22	10280
2016-03-05	23	9667
2016-03-05	24	8892
2016-03-06	1	8766
2016-03-06	2	9062
2016-03-06	3	9222
2016-03-06	4	9084
2016-03-06	5	8951
2016-03-06	6	9030
2016-03-06	7	8714
2016-03-06	8	8414
2016-03-06	9	7748
2016-03-06	10	8016
2016-03-06	11	8479
2016-03-06	12	9389
2016-03-06	13	9501
2016-03-06	14	9683
2016-03-06	15	10454
2016-03-06	16	10839
2016-03-06	17	10434
2016-03-06	18	10625
2016-03-06	19	9405
2016-03-06	20	8048
2016-03-06	21	7949
2016-03-06	22	7976
2016-03-06	23	7940
2016-03-06	24	8113
2016-03-07	1	9142
2016-03-07	2	9888
2016-03-07	3	10310
2016-03-07	4	10208
2016-03-07	5	9807
2016-03-07	6	9373
2016-03-07	7	8897
2016-03-07	8	9017
2016-03-07	9	8852
2016-03-07	10	8141
2016-03-07	11	8099
2016-03-07	12	8370
2016-03-07	13	8389
2016-03-07	14	8899
2016-03-07	15	10016
2016-03-07	16	11618
2016-03-07	17	12910
2016-03-07	18	13071
2016-03-07	19	12616
2016-03-07	20	11442
2016-03-07	21	10778
2016-03-07	22	10127
2016-03-07	23	9596
2016-03-07	24	9392
2016-03-08	1	9526
2016-03-08	2	9699
2016-03-08	3	9384
2016-03-08	4	9128
2016-03-08	5	8960
2016-03-08	6	8681
2016-03-08	7	8335
2016-03-08	8	8105
2016-03-08	9	8050
2016-03-08	10	7776
2016-03-08	11	7578
2016-03-08	12	7466
2016-03-08	13	7573
2016-03-08	14	7683
2016-03-08	15	7931
2016-03-08	16	8204
2016-03-08	17	8584
2016-03-08	18	8088
2016-03-08	19	7544
2016-03-08	20	7051
2016-03-08	21	6687
2016-03-08	22	6350
2016-03-08	23	6355
2016-03-08	24	6555
2016-03-09	1	6407
2016-03-09	2	6555
2016-03-09	3	6770
2016-03-09	4	7205
2016-03-09	5	7812
2016-03-09	6	8466
2016-03-09	7	9007
2016-03-09	8	9252
2016-03-09	9	9578
2016-03-09	10	9893
2016-03-09	11	10485
2016-03-09	12	11125
2016-03-09	13	11734
2016-03-09	14	12320
2016-03-09	15	12949
2016-03-09	16	13548
2016-03-09	17	13705
2016-03-09	18	13687
2016-03-09	19	13493
2016-03-09	20	13112
2016-03-09	21	12700
2016-03-09	22	12364
2016-03-09	23	12157
2016-03-09	24	11869
2016-03-10	1	12078
2016-03-10	2	12098
2016-03-10	3	12123
2016-03-10	4	12268
2016-03-10	5	12142
2016-03-10	6	11953
2016-03-10	7	12030
2016-03-10	8	11979
2016-03-10	9	11845
2016-03-10	10	11700
2016-03-10	11	12187
2016-03-10	12	12720
2016-03-10	13	13221
2016-03-10	14	13144
2016-03-10	15	12873
2016-03-10	16	12415
2016-03-10	17	11530
2016-03-10	18	10637
2016-03-10	19	9779
2016-03-10	20	9609
2016-03-10	21	9497
2016-03-10	22	9461
2016-03-10	23	9492
2016-03-10	24	9530
2016-03-11	1	8728
2016-03-11	2	8701
2016-03-11	3	8707
2016-03-11	4	8697
2016-03-11	5	8670
2016-03-11	6	8645
2016-03-11	7	8438
2016-03-11	8	8461
2016-03-11	9	8423
2016-03-11	10	8066
2016-03-11	11	8065
2016-03-11	12	7802
2016-03-11	13	7617
2016-03-11	14	7534
2016-03-11	15	7442
2016-03-11	16	7352
2016-03-11	17	7393
2016-03-11	18	7604
2016-03-11	19	7722
2016-03-11	20	7808
2016-03-11	21	7961
2016-03-11	22	8082
2016-03-11	23	7836
2016-03-11	24	7549
2016-03-12	1	7373
2016-03-12	2	7140
2016-03-12	3	6875
2016-03-12	4	6656
2016-03-12	5	6560
2016-03-12	6	6475
2016-03-12	7	6424
2016-03-12	8	6132
2016-03-12	9	6065
2016-03-12	10	5988
2016-03-12	11	5804
2016-03-12	12	5554
2016-03-12	13	5293
2016-03-12	14	5130
2016-03-12	15	5088
2016-03-12	16	5111
2016-03-12	17	5392
2016-03-12	18	5828
2016-03-12	19	6364
2016-03-12	20	6869
2016-03-12	21	7310
2016-03-12	22	7717
2016-03-12	23	7713
2016-03-12	24	7550
2016-03-13	1	7196
2016-03-13	2	6967
2016-03-13	3	6764
2016-03-13	4	6571
2016-03-13	5	6505
2016-03-13	6	6540
2016-03-13	7	6637
2016-03-13	8	6713
2016-03-13	9	6683
2016-03-13	10	6561
2016-03-13	11	6293
2016-03-13	12	6029
2016-03-13	13	5855
2016-03-13	14	5750
2016-03-13	15	5688
2016-03-13	16	5750
2016-03-13	17	5993
2016-03-13	18	6269
2016-03-13	19	6744
2016-03-13	20	7341
2016-03-13	21	7809
2016-03-13	22	8189
2016-03-13	23	8109
2016-03-13	24	7716
2016-03-14	1	6767
2016-03-14	2	6268
2016-03-14	3	5774
2016-03-14	4	5280
2016-03-14	5	4910
2016-03-14	6	4629
2016-03-14	7	4399
2016-03-14	8	4080
2016-03-14	9	3785
2016-03-14	10	3501
2016-03-14	11	3268
2016-03-14	12	3026
2016-03-14	13	2802
2016-03-14	14	2764
2016-03-14	15	2804
2016-03-14	16	2872
2016-03-14	17	2893
2016-03-14	18	2927
2016-03-14	19	2998
2016-03-14	20	2998
2016-03-14	21	3026
2016-03-14	22	3122
2016-03-14	23	3193
2016-03-14	24	3341
2016-03-15	1	2924
2016-03-15	2	2779
2016-03-15	3	2612
2016-03-15	4	2440
2016-03-15	5	2263
2016-03-15	6	2098
2016-03-15	7	1954
2016-03-15	8	1691
2016-03-15	9	1423
2016-03-15	10	1172
2016-03-15	11	1205
2016-03-15	12	1280
2016-03-15	13	1430
2016-03-15	14	1793
2016-03-15	15	2198
2016-03-15	16	2600
2016-03-15	17	2665
2016-03-15	18	2710
2016-03-15	19	2791
2016-03-15	20	2863
2016-03-15	21	3046
2016-03-15	22	3285
2016-03-15	23	3581
2016-03-15	24	3833
2016-03-16	1	4300
2016-03-16	2	4659
2016-03-16	3	5083
2016-03-16	4	5538
2016-03-16	5	5924
2016-03-16	6	6261
2016-03-16	7	6526
2016-03-16	8	6579
2016-03-16	9	6538
2016-03-16	10	6472
2016-03-16	11	6703
2016-03-16	12	7005
2016-03-16	13	7365
2016-03-16	14	7624
2016-03-16	15	7868
2016-03-16	16	8045
2016-03-16	17	7900
2016-03-16	18	7671
2016-03-16	19	7423
2016-03-16	20	7071
2016-03-16	21	6761
2016-03-16	22	6470
2016-03-16	23	5760
2016-03-16	24	4962
2016-03-17	1	3913
2016-03-17	2	3600
2016-03-17	3	3276
2016-03-17	4	3060
2016-03-17	5	3002
2016-03-17	6	3012
2016-03-17	7	3030
2016-03-17	8	2852
2016-03-17	9	2627
2016-03-17	10	2420
2016-03-17	11	2254
2016-03-17	12	2156
2016-03-17	13	2161
2016-03-17	14	2292
2016-03-17	15	2464
2016-03-17	16	2681
2016-03-17	17	2822
2016-03-17	18	2971
2016-03-17	19	3201
2016-03-17	20	3192
2016-03-17	21	3362
2016-03-17	22	3570
2016-03-17	23	3479
2016-03-17	24	3309
2016-03-18	1	1853
2016-03-18	2	1675
2016-03-18	3	1601
2016-03-18	4	1576
2016-03-18	5	1565
2016-03-18	6	1396
2016-03-18	7	1248
2016-03-18	8	1198
2016-03-18	9	1533
2016-03-18	10	1643
2016-03-18	11	1722
2016-03-18	12	1674
2016-03-18	13	1865
2016-03-18	14	1915
2016-03-18	15	2142
2016-03-18	16	2580
2016-03-18	17	2674
2016-03-18	18	2459
2016-03-18	19	2380
2016-03-18	20	2182
2016-03-18	21	2294
2016-03-18	22	2282
2016-03-18	23	2281
2016-03-18	24	2329
2016-03-19	1	2279
2016-03-19	2	2345
2016-03-19	3	2519
2016-03-19	4	2776
2016-03-19	5	2608
2016-03-19	6	2578
2016-03-19	7	2446
2016-03-19	8	2575
2016-03-19	9	2846
2016-03-19	10	3102
2016-03-19	11	3255
2016-03-19	12	3401
2016-03-19	13	3481
2016-03-19	14	3384
2016-03-19	15	3278
2016-03-19	16	3119
2016-03-19	17	3362
2016-03-19	18	3441
2016-03-19	19	2988
2016-03-19	20	2557
2016-03-19	21	2688
2016-03-19	22	2785
2016-03-19	23	2857
2016-03-19	24	2887
2016-03-20	1	2707
2016-03-20	2	2436
2016-03-20	3	2268
2016-03-20	4	2177
2016-03-20	5	1858
2016-03-20	6	1866
2016-03-20	7	1905
2016-03-20	8	1712
2016-03-20	9	1718
2016-03-20	10	1965
2016-03-20	11	1858
2016-03-20	12	1761
2016-03-20	13	2059
2016-03-20	14	1984
2016-03-20	15	2129
2016-03-20	16	1995
2016-03-20	17	1960
2016-03-20	18	1972
2016-03-20	19	2131
2016-03-20	20	1991
2016-03-20	21	2169
2016-03-20	22	2299
2016-03-20	23	2337
2016-03-20	24	2413
2016-03-21	1	2367
2016-03-21	2	2289
2016-03-21	3	2383
2016-03-21	4	2535
2016-03-21	5	2693
2016-03-21	6	2752
2016-03-21	7	3100
2016-03-21	8	3502
2016-03-21	9	3774
2016-03-21	10	3658
2016-03-21	11	3618
2016-03-21	12	3934
2016-03-21	13	4037
2016-03-21	14	4204
2016-03-21	15	4724
2016-03-21	16	5267
2016-03-21	17	5562
2016-03-21	18	6185
2016-03-21	19	6433
2016-03-21	20	6530
2016-03-21	21	6495
2016-03-21	22	6620
2016-03-21	23	6346
2016-03-21	24	6269
2016-03-22	1	5564
2016-03-22	2	5155
2016-03-22	3	4809
2016-03-22	4	4693
2016-03-22	5	4591
2016-03-22	6	4616
2016-03-22	7	4883
2016-03-22	8	5219
2016-03-22	9	5094
2016-03-22	10	4968
2016-03-22	11	5171
2016-03-22	12	5142
2016-03-22	13	5179
2016-03-22	14	5400
2016-03-22	15	5606
2016-03-22	16	6134
2016-03-22	17	6541
2016-03-22	18	7201
2016-03-22	19	7961
2016-03-22	20	8292
2016-03-22	21	8663
2016-03-22	22	8973
2016-03-22	23	9050
2016-03-22	24	9067
2016-03-23	1	9310
2016-03-23	2	9726
2016-03-23	3	10169
2016-03-23	4	10443
2016-03-23	5	10436
2016-03-23	6	10083
2016-03-23	7	10186
2016-03-23	8	10319
2016-03-23	9	10289
2016-03-23	10	10122
2016-03-23	11	10506
2016-03-23	12	11243
2016-03-23	13	11489
2016-03-23	14	11965
2016-03-23	15	12369
2016-03-23	16	12775
2016-03-23	17	12961
2016-03-23	18	12731
2016-03-23	19	12389
2016-03-23	20	11913
2016-03-23	21	11618
2016-03-23	22	11285
2016-03-23	23	10832
2016-03-23	24	10366
2016-03-24	1	10638
2016-03-24	2	9896
2016-03-24	3	9320
2016-03-24	4	8672
2016-03-24	5	8270
2016-03-24	6	7970
2016-03-24	7	7318
2016-03-24	8	6873
2016-03-24	9	6277
2016-03-24	10	5520
2016-03-24	11	4737
2016-03-24	12	4183
2016-03-24	13	3594
2016-03-24	14	3856
2016-03-24	15	3822
2016-03-24	16	3981
2016-03-24	17	3898
2016-03-24	18	4180
2016-03-24	19	4090
2016-03-24	20	3987
2016-03-24	21	4558
2016-03-24	22	4915
2016-03-24	23	5364
2016-03-24	24	5557
2016-03-25	1	6504
2016-03-25	2	6533
2016-03-25	3	6446
2016-03-25	4	6648
2016-03-25	5	6777
2016-03-25	6	6837
2016-03-25	7	6658
2016-03-25	8	6580
2016-03-25	9	6211
2016-03-25	10	5821
2016-03-25	11	5944
2016-03-25	12	6294
2016-03-25	13	6773
2016-03-25	14	7138
2016-03-25	15	7146
2016-03-25	16	7625
2016-03-25	17	7662
2016-03-25	18	7331
2016-03-25	19	6911
2016-03-25	20	6724
2016-03-25	21	6785
2016-03-25	22	6904
2016-03-25	23	6917
2016-03-25	24	6968
2016-03-26	1	7299
2016-03-26	2	7643
2016-03-26	3	7800
2016-03-26	4	8097
2016-03-26	5	8166
2016-03-26	6	7931
2016-03-26	7	7813
2016-03-26	8	7796
2016-03-26	9	7336
2016-03-26	10	6712
2016-03-26	11	6819
2016-03-26	12	7162
2016-03-26	13	8263
2016-03-26	14	9000
2016-03-26	15	9530
2016-03-26	16	9911
2016-03-26	17	10434
2016-03-26	18	11412
2016-03-26	19	11238
2016-03-26	20	11460
2016-03-26	21	11971
2016-03-26	22	12140
2016-03-26	23	11903
2016-03-26	24	11681
2016-03-27	1	11173
2016-03-27	2	10977
2016-03-27	3	10651
2016-03-27	4	10265
2016-03-27	5	9730
2016-03-27	6	9564
2016-03-27	7	9348
2016-03-27	8	9532
2016-03-27	9	8954
2016-03-27	10	8979
2016-03-27	11	9828
2016-03-27	12	10093
2016-03-27	13	9888
2016-03-27	14	9477
2016-03-27	15	8753
2016-03-27	16	8569
2016-03-27	17	8635
2016-03-27	18	8634
2016-03-27	19	8498
2016-03-27	20	7995
2016-03-27	21	8750
2016-03-27	22	8930
2016-03-27	23	9311
2016-03-28	1	9712
2016-03-28	2	9777
2016-03-28	3	9831
2016-03-28	4	9895
2016-03-28	5	9953
2016-03-28	6	10197
2016-03-28	7	9726
2016-03-28	8	10016
2016-03-28	9	10431
2016-03-28	10	10216
2016-03-28	11	10251
2016-03-28	12	10815
2016-03-28	13	10719
2016-03-28	14	10488
2016-03-28	15	11002
2016-03-28	16	11150
2016-03-28	17	11349
2016-03-28	18	11218
2016-03-28	19	10133
2016-03-28	20	9155
2016-03-28	21	8487
2016-03-28	22	8062
2016-03-28	23	8138
2016-03-28	24	8031
2016-03-29	1	8321
2016-03-29	2	8380
2016-03-29	3	8289
2016-03-29	4	8599
2016-03-29	5	8996
2016-03-29	6	8931
2016-03-29	7	8931
2016-03-29	8	8585
2016-03-29	9	8225
2016-03-29	10	7741
2016-03-29	11	7281
2016-03-29	12	7167
2016-03-29	13	7272
2016-03-29	14	7552
2016-03-29	15	7266
2016-03-29	16	6734
2016-03-29	17	6300
2016-03-29	18	5943
2016-03-29	19	5743
2016-03-29	20	5268
2016-03-29	21	4771
2016-03-29	22	4708
2016-03-29	23	4791
2016-03-29	24	4991
2016-03-30	1	5099
2016-03-30	2	5478
2016-03-30	3	5444
2016-03-30	4	5594
2016-03-30	5	5728
2016-03-30	6	5771
2016-03-30	7	5538
2016-03-30	8	5440
2016-03-30	9	5364
2016-03-30	10	5389
2016-03-30	11	5068
2016-03-30	12	5333
2016-03-30	13	6130
2016-03-30	14	7259
2016-03-30	15	7664
2016-03-30	16	8400
2016-03-30	17	8822
2016-03-30	18	9130
2016-03-30	19	9430
2016-03-30	20	8938
2016-03-30	21	8064
2016-03-30	22	7555
2016-03-30	23	7334
2016-03-30	24	7465
2016-03-31	1	7662
2016-03-31	2	7664
2016-03-31	3	7961
2016-03-31	4	8426
2016-03-31	5	9138
2016-03-31	6	10230
2016-03-31	7	11131
2016-03-31	8	10957
2016-03-31	9	10678
2016-03-31	10	9975
2016-03-31	11	10203
2016-03-31	12	10643
2016-03-31	13	11266
2016-03-31	14	12039
2016-03-31	15	12518
2016-03-31	16	12748
2016-03-31	17	13078
2016-03-31	18	13163
2016-03-31	19	12607
2016-03-31	20	12067
2016-03-31	21	11311
2016-03-31	22	10453
2016-03-31	23	10116
2016-03-31	24	9777
2016-04-01	1	9246
2016-04-01	2	8884
2016-04-01	3	8740
2016-04-01	4	8461
2016-04-01	5	8303
2016-04-01	6	8194
2016-04-01	7	7944
2016-04-01	8	7753
2016-04-01	9	7855
2016-04-01	10	7446
2016-04-01	11	7277
2016-04-01	12	7445
2016-04-01	13	7213
2016-04-01	14	6594
2016-04-01	15	6308
2016-04-01	16	6079
2016-04-01	17	5508
2016-04-01	18	5170
2016-04-01	19	4750
2016-04-01	20	4226
2016-04-01	21	3642
2016-04-01	22	3277
2016-04-01	23	2949
2016-04-01	24	2824
2016-04-02	1	2034
2016-04-02	2	1631
2016-04-02	3	1401
2016-04-02	4	1197
2016-04-02	5	1252
2016-04-02	6	1441
2016-04-02	7	1707
2016-04-02	8	1817
2016-04-02	9	1952
2016-04-02	10	2318
2016-04-02	11	2471
2016-04-02	12	3176
2016-04-02	13	4178
2016-04-02	14	5383
2016-04-02	15	6346
2016-04-02	16	6817
2016-04-02	17	7015
2016-04-02	18	7086
2016-04-02	19	6941
2016-04-02	20	7140
2016-04-02	21	7500
2016-04-02	22	7571
2016-04-02	23	7876
2016-04-02	24	8058
2016-04-03	1	8512
2016-04-03	2	8926
2016-04-03	3	8552
2016-04-03	4	8340
2016-04-03	5	8101
2016-04-03	6	7858
2016-04-03	7	7730
2016-04-03	8	7758
2016-04-03	9	7907
2016-04-03	10	8054
2016-04-03	11	8077
2016-04-03	12	9019
2016-04-03	13	10172
2016-04-03	14	11217
2016-04-03	15	11656
2016-04-03	16	11788
2016-04-03	17	12283
2016-04-03	18	12329
2016-04-03	19	12093
2016-04-03	20	11707
2016-04-03	21	10487
2016-04-03	22	9403
2016-04-03	23	8601
2016-04-03	24	7892
2016-04-04	1	6851
2016-04-04	2	6533
2016-04-04	3	6272
2016-04-04	4	5929
2016-04-04	5	5483
2016-04-04	6	5611
2016-04-04	7	6150
2016-04-04	8	6472
2016-04-04	9	7131
2016-04-04	10	7781
2016-04-04	11	8018
2016-04-04	12	8397
2016-04-04	13	8883
2016-04-04	14	8335
2016-04-04	15	7246
2016-04-04	16	6294
2016-04-04	17	6227
2016-04-04	18	6014
2016-04-04	19	6131
2016-04-04	20	5840
2016-04-04	21	5709
2016-04-04	22	6064
2016-04-04	23	6055
2016-04-04	24	6598
2016-04-05	1	6893
2016-04-05	2	7955
2016-04-05	3	8841
2016-04-05	4	9711
2016-04-05	5	10199
2016-04-05	6	10428
2016-04-05	7	10851
2016-04-05	8	10803
2016-04-05	9	10673
2016-04-05	10	10870
2016-04-05	11	11122
2016-04-05	12	11132
2016-04-05	13	10795
2016-04-05	14	10818
2016-04-05	15	10820
2016-04-05	16	11196
2016-04-05	17	11525
2016-04-05	18	11741
2016-04-05	19	11404
2016-04-05	20	10808
2016-04-05	21	10333
2016-04-05	22	9690
2016-04-05	23	9246
2016-04-05	24	8935
2016-04-06	1	8158
2016-04-06	2	7844
2016-04-06	3	7353
2016-04-06	4	7167
2016-04-06	5	6853
2016-04-06	6	6660
2016-04-06	7	6479
2016-04-06	8	6210
2016-04-06	9	6038
2016-04-06	10	5483
2016-04-06	11	4972
2016-04-06	12	4796
2016-04-06	13	4467
2016-04-06	14	4490
2016-04-06	15	4534
2016-04-06	16	4643
2016-04-06	17	4986
2016-04-06	18	5330
2016-04-06	19	5892
2016-04-06	20	6348
2016-04-06	21	6745
2016-04-06	22	7427
2016-04-06	23	7686
2016-04-06	24	7851
2016-04-07	1	7374
2016-04-07	2	7517
2016-04-07	3	7625
2016-04-07	4	7752
2016-04-07	5	7819
2016-04-07	6	7707
2016-04-07	7	7731
2016-04-07	8	7637
2016-04-07	9	7492
2016-04-07	10	7424
2016-04-07	11	7479
2016-04-07	12	7255
2016-04-07	13	6786
2016-04-07	14	6507
2016-04-07	15	6625
2016-04-07	16	6996
2016-04-07	17	7438
2016-04-07	18	7968
2016-04-07	19	8502
2016-04-07	20	9432
2016-04-07	21	9797
2016-04-07	22	9413
2016-04-07	23	9803
2016-04-07	24	9482
2016-04-08	1	9758
2016-04-08	2	9141
2016-04-08	3	8584
2016-04-08	4	8541
2016-04-08	5	8319
2016-04-08	6	8236
2016-04-08	7	7984
2016-04-08	8	8059
2016-04-08	9	8427
2016-04-08	10	8363
2016-04-08	11	8941
2016-04-08	12	9537
2016-04-08	13	9890
2016-04-08	14	9898
2016-04-08	15	9835
2016-04-08	16	10319
2016-04-08	17	10796
2016-04-08	18	10400
2016-04-08	19	10058
2016-04-08	20	9348
2016-04-08	21	8139
2016-04-08	22	6991
2016-04-08	23	6427
2016-04-08	24	6327
2016-04-09	1	6635
2016-04-09	2	6636
2016-04-09	3	6001
2016-04-09	4	6042
2016-04-09	5	5717
2016-04-09	6	5738
2016-04-09	7	5840
2016-04-09	8	5894
2016-04-09	9	5620
2016-04-09	10	4948
2016-04-09	11	4675
2016-04-09	12	5232
2016-04-09	13	5563
2016-04-09	14	5437
2016-04-09	15	5734
2016-04-09	16	6143
2016-04-09	17	6335
2016-04-09	18	6347
2016-04-09	19	6206
2016-04-09	20	6101
2016-04-09	21	5252
2016-04-09	22	4839
2016-04-09	23	5369
2016-04-09	24	5462
2016-04-10	1	6375
2016-04-10	2	6831
2016-04-10	3	7287
2016-04-10	4	7376
2016-04-10	5	7511
2016-04-10	6	7529
2016-04-10	7	7587
2016-04-10	8	7936
2016-04-10	9	8305
2016-04-10	10	8283
2016-04-10	11	9195
2016-04-10	12	9993
2016-04-10	13	10600
2016-04-10	14	10928
2016-04-10	15	11228
2016-04-10	16	11349
2016-04-10	17	11405
2016-04-10	18	11582
2016-04-10	19	11565
2016-04-10	20	10569
2016-04-10	21	10349
2016-04-10	22	9300
2016-04-10	23	7960
2016-04-10	24	7639
2016-04-11	1	7796
2016-04-11	2	8077
2016-04-11	3	8296
2016-04-11	4	7583
2016-04-11	5	7199
2016-04-11	6	7351
2016-04-11	7	7204
2016-04-11	8	7399
2016-04-11	9	7728
2016-04-11	10	7485
2016-04-11	11	7773
2016-04-11	12	8072
2016-04-11	13	8135
2016-04-11	14	8648
2016-04-11	15	9060
2016-04-11	16	9388
2016-04-11	17	10079
2016-04-11	18	9978
2016-04-11	19	10260
2016-04-11	20	9408
2016-04-11	21	9486
2016-04-11	22	8935
2016-04-11	23	8567
2016-04-11	24	8325
2016-04-12	1	8170
2016-04-12	2	7889
2016-04-12	3	7361
2016-04-12	4	6934
2016-04-12	5	6974
2016-04-12	6	6862
2016-04-12	7	6661
2016-04-12	8	6818
2016-04-12	9	6922
2016-04-12	10	6664
2016-04-12	11	7179
2016-04-12	12	8440
2016-04-12	13	9418
2016-04-12	14	9883
2016-04-12	15	10171
2016-04-12	16	10038
2016-04-12	17	9724
2016-04-12	18	9744
2016-04-12	19	9488
2016-04-12	20	9554
2016-04-12	21	8770
2016-04-12	22	8047
2016-04-12	23	7106
2016-04-12	24	7254
2016-04-13	1	7248
2016-04-13	2	7078
2016-04-13	3	7440
2016-04-13	4	8302
2016-04-13	5	8655
2016-04-13	6	8557
2016-04-13	7	8579
2016-04-13	8	8423
2016-04-13	9	8712
2016-04-13	10	8654
2016-04-13	11	9607
2016-04-13	12	10312
2016-04-13	13	10722
2016-04-13	14	11137
2016-04-13	15	11144
2016-04-13	16	10946
2016-04-13	17	10678
2016-04-13	18	9765
2016-04-13	19	8780
2016-04-13	20	8155
2016-04-13	21	6511
2016-04-13	22	5369
2016-04-13	23	5667
2016-04-13	24	5718
2016-04-14	1	6178
2016-04-14	2	6730
2016-04-14	3	6969
2016-04-14	4	7616
2016-04-14	5	8194
2016-04-14	6	8823
2016-04-14	7	8890
2016-04-14	8	8930
2016-04-14	9	9030
2016-04-14	10	8958
2016-04-14	11	8786
2016-04-14	12	8928
2016-04-14	13	9213
2016-04-14	14	9015
2016-04-14	15	8842
2016-04-14	16	8995
2016-04-14	17	8893
2016-04-14	18	8855
2016-04-14	19	9103
2016-04-14	20	8615
